Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.341705582	1.169684491	1413.5	4114.7	WOTH
2	Spectrogram 1	1	1.134637765	2.448890002	1287.8	7915.4	WOTH
3	Spectrogram 1	1	3.617822069	4.56408368	1256.4	4962.8	WOTH
4	Spectrogram 1	1	4.550941157	5.488441086	1664.7	5685.3	WOTH
5	Spectrogram 1	1	5.3613967030000005	6.715076507999999	1570.5	10019.9	WOTH
6	Spectrogram 1	1	6.579408504	7.516908432999999	1444.9	3800.6	WOTH
7	Spectrogram 1	1	7.438053299	8.401838273	1539.1	5151.3	WOTH
8	Spectrogram 1	1	9.664547832	11.302982287	1256.4	8951.9	WOTH
9	Spectrogram 1	1	13.922040835	15.402765022999999	1382.1	9768.6	WOTH
10	Spectrogram 1	1	14.259365575999999	16.125603753	1539.1	6376.3	LOWA
11	Spectrogram 1	1	18.051600674	19.624322517	1319.2	8889.1	WOTH
12	Spectrogram 1	1	21.853487938	23.158978493000003	1256.4	5088.5	WOTH
13	Spectrogram 1	1	22.274048653	24.486373253000004	2261.5	6816.0	LOWA
14	Spectrogram 1	1	23.723285784	24.910493639000002	1884.6	3800.6	SCTA
15	Spectrogram 1	1	24.629296386999997	25.299565028000004	2010.3	4585.9	WOTH
16	Spectrogram 1	1	26.019873202	27.645165135	1350.6	9768.6	WOTH
17	Spectrogram 1	1	28.444326173	29.026977999	1664.7	3580.8	WOTH
18	Spectrogram 1	1	29.434396191999998	30.849407767	1916.0	4083.3	SCTA
19	Spectrogram 1	1	30.772400646999998	32.121699611	1287.8	9548.7	WOTH
20	Spectrogram 1	1	32.942767123	34.397206265	2952.6	6596.2	LOWA
21	Spectrogram 1	1	34.741650346	35.963904927	1507.7	9297.4	WOTH
22	Spectrogram 1	1	35.946381564	37.072257647	2921.2	6313.5	EATO
23	Spectrogram 1	1	37.979230319	39.876134381	1193.6	5339.7	WOTH
24	Spectrogram 1	1	40.172386944	41.390260683	2826.9	6125.0	EATO
25	Spectrogram 1	1	40.426475709	41.854629806999995	2732.7	6439.1	LOWA
26	Spectrogram 1	1	42.062379609000004	42.833407588	2198.7	4491.7	WOTH
27	Spectrogram 1	1	42.710744046	44.038138805	1413.5	10145.5	WOTH
28	Spectrogram 1	1	44.234522514	45.518108866000006	2261.5	6062.2	EATO
29	Spectrogram 1	1	45.76343595	46.749125128	1539.1	5591.0	WOTH
30	Spectrogram 1	1	47.133001316000005	48.675057274	1413.5	7538.5	WOTH
31	Spectrogram 1	1	48.540204198999994	49.657318599999996	2418.6	6250.6	EATO
32	Spectrogram 1	1	49.477704128	50.945285793000004	1853.2	4491.7	SCTA
33	Spectrogram 1	1	50.292540515	51.221278763	2952.6	7726.9	AMRE
34	Spectrogram 1	1	50.967189997	52.386582413	1256.4	8857.7	WOTH
35	Spectrogram 1	1	53.142006628000004	54.311691118999995	1916.0	6439.1	EATO
36	Spectrogram 1	1	55.296974237	56.818551503	1601.9	5716.7	WOTH
37	Spectrogram 1	1	57.050342951000005	58.564479741999996	2073.1	5465.4	EATO
38	Spectrogram 1	1	58.490074985	58.962545188	3800.6	8041.0	AMRE
39	Spectrogram 1	1	59.293788798	60.647955362	1162.2	7884.0	WOTH
40	Spectrogram 1	1	62.83476852800001	65.208280254	1821.8	4114.7	SCTA
41	Spectrogram 1	1	63.57881609100001	65.208280254	1570.5	9485.9	WOTH
42	Spectrogram 1	1	65.671633593	67.092764437	2073.1	5559.6	EATO
43	Spectrogram 1	1	67.99328246600001	69.41813354899999	1287.8	8889.1	WOTH
44	Spectrogram 1	1	69.953087633	71.325855386	2544.2	5748.1	EATO
45	Spectrogram 1	1	71.322135148	72.780468371	1601.9	4020.5	SCTA
46	Spectrogram 1	1	71.671837503	73.212015958	1256.4	5182.7	WOTH
47	Spectrogram 1	1	75.385840497	76.88881657399999	1350.6	9297.4	WOTH
48	Spectrogram 1	1	77.485264821	79.378865868	1916.0	4491.7	SCTA
49	Spectrogram 1	1	80.09701875100001	81.566512688	1256.4	9266.0	WOTH
50	Spectrogram 1	1	82.71438978399999	83.968109928	2010.3	6250.6	EATO
51	Spectrogram 1	1	83.570044482	84.93537175899999	1350.6	5182.7	WOTH
52	Spectrogram 1	1	85.202468721	86.779849554	1633.3	4303.2	SCTA
53	Spectrogram 1	1	86.837623479	88.154587665	2544.2	6250.6	EATO
54	Spectrogram 1	1	87.73792103	89.34878400299999	1193.6	9957.1	WOTH
55	Spectrogram 1	1	90.80467159700001	92.147677448	2167.3	5528.2	EATO
56	Spectrogram 1	1	92.27416553299999	93.59484995700001	1287.8	8826.3	WOTH
57	Spectrogram 1	1	95.223700944	97.336796022	1759.0	3706.4	SCTA
58	Spectrogram 1	1	95.584564012	97.042897235	1287.8	7884.0	WOTH
59	Spectrogram 1	1	99.908690548	101.619999942	1287.8	9391.7	WOTH
60	Spectrogram 1	1	101.44908948	103.487779802	1947.4	4397.4	SCTA
61	Spectrogram 1	1	104.11847035	105.636327379	1350.6	9580.1	WOTH
62	Spectrogram 1	1	107.912499744	109.3150294	1287.8	5182.7	WOTH
63	Spectrogram 1	1	109.556982763	111.513827853	1790.4	4428.8	SCTA
64	Spectrogram 1	1	111.588379594	113.00579020100001	1162.2	9014.7	WOTH
65	Spectrogram 1	1	114.95268477399999	116.8834882	1256.4	7475.6	WOTH
66	Spectrogram 1	1	116.79989308799999	119.41522027100001	1821.8	4146.2	SCTA
67	Spectrogram 1	1	118.94935689100001	120.281202028	1193.6	9454.5	WOTH
68	Spectrogram 1	1	120.34368591	121.95454888299999	1256.4	5245.5	WOTH
69	Spectrogram 1	1	122.50438391799999	124.20453259899999	1319.2	9862.8	WOTH
70	Spectrogram 1	1	124.435325248	125.551396592	1319.2	4177.6	WOTH
