Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	1.865797525	3.62552904	1966.4	4964.5	KEWA
2	Spectrogram 1	1	2.405769935	3.476072391	1315.6	3372.4	WOTH
3	Spectrogram 1	1	3.7123103210000004	23.353806744	778.2	1871.5	AMCR
4	Spectrogram 1	1	5.416093818999999	6.939587405	1890.0	4372.9	SCTA
5	Spectrogram 1	1	7.050474597000001	8.077386413	1593.5	3668.8	WOTH
6	Spectrogram 1	1	8.111134688	8.419690351	2946.2	5040.0	EATO
7	Spectrogram 1	1	10.62158432	12.000442439	1445.3	7115.3	WOTH
8	Spectrogram 1	1	17.127149197	17.713460576	2073.1	3486.5	SCTA
9	Spectrogram 1	1	17.389652533	18.233359424	3520.6	8894.1	AMRE
10	Spectrogram 1	1	17.442685538	18.985463853	2093.8	4873.2	KEWA
11	Spectrogram 1	1	19.674892913	20.325752514	1556.5	2686.8	WOTH
12	Spectrogram 1	1	21.086459573	22.33032459	2723.8	5002.9	HOWA
13	Spectrogram 1	1	23.95316188	40.272863744	1000.6	1982.6	AMCR
14	Spectrogram 1	1	24.440101285999997	25.187384532	1575.0	3631.8	WOTH
15	Spectrogram 1	1	29.151950823000004	29.860664611999997	2242.1	4947.4	WOTH
16	Spectrogram 1	1	30.02940599	31.461297114	1964.1	4039.4	SCTA
17	Spectrogram 1	1	32.96325827	33.806965161	5577.4	7800.9	BHCO
18	Spectrogram 1	1	33.802143979	34.703705057	1537.9	3687.4	WOTH
19	Spectrogram 1	1	34.785665155	35.672762686	2964.7	5707.1	HOWA
20	Spectrogram 1	1	37.258753153	38.955809299	1890.0	5058.5	KEWA
21	Spectrogram 1	1	37.678196007	38.502618169	1834.4	3724.4	WOTH
22	Spectrogram 1	1	39.413989559	40.609642753	3353.8	8986.8	AMRE
23	Spectrogram 1	1	42.089745699	42.80328067	1575.0	3742.9	WOTH
24	Spectrogram 1	1	42.420852728	54.68594033300001	982.1	1982.6	AMCR
25	Spectrogram 1	1	43.043651641000004	43.824683163	5151.2	6930.0	BHCO
26	Spectrogram 1	1	44.292337839	45.107117636999995	2946.2	5521.8	HOWA
27	Spectrogram 1	1	46.028131533	47.262354185	1445.3	2649.7	WOTH
28	Spectrogram 1	1	46.833268966999995	48.284444818999994	1945.6	3909.7	SCTA
29	Spectrogram 1	1	48.125345805	48.964231514	5262.4	10876.8	BHCO
30	Spectrogram 1	1	48.226590632	49.37403200399999	3409.4	9023.8	AMRE
31	Spectrogram 1	1	49.62231769	52.10040535899999	2019.7	3798.5	SCTA
32	Spectrogram 1	1	52.814623087	53.508873328	1667.6	3650.3	WOTH
33	Spectrogram 1	1	53.200317665	54.728632434	1890.0	5077.1	KEWA
34	Spectrogram 1	1	55.793935219	89.956832534	926.5	1964.1	AMCR
35	Spectrogram 1	1	56.253349287	57.482750757	3390.9	8745.9	AMRE
36	Spectrogram 1	1	57.997924100000006	59.135723107	4891.8	11025.0	BHCO
37	Spectrogram 1	1	60.119244283	61.358288117	1723.2	3872.6	SCTA
38	Spectrogram 1	1	64.129428168	65.175624713	3390.9	8894.1	AMRE
39	Spectrogram 1	1	66.028973968	66.376099089	3224.1	5503.2	REVI
40	Spectrogram 1	1	66.554304344	67.508898426	1852.9	7430.3	WOTH
41	Spectrogram 1	1	67.393190053	68.584022064	4836.2	7078.2	BTNW
42	Spectrogram 1	1	68.28992994800001	70.073767375	2112.4	3872.6	SCTA
43	Spectrogram 1	1	69.23006048399999	69.808602352	4076.5	10858.2	BHCO
44	Spectrogram 1	1	69.94996078300001	71.714513481	1834.4	5021.5	KEWA
45	Spectrogram 1	1	71.897205038	72.510621253	2167.3	5748.1	HOWA
46	Spectrogram 1	1	74.879614276	75.73296353100001	2964.7	4484.1	HOWA
47	Spectrogram 1	1	75.863135451	76.306684217	3150.0	6096.2	REVI
48	Spectrogram 1	1	78.727253878	79.358828751	1723.2	3724.4	WOTH
49	Spectrogram 1	1	80.250747464	81.08481199100001	2464.4	4576.8	HOWA
50	Spectrogram 1	1	81.133706428	82.498101	2056.8	3965.3	SCTA
51	Spectrogram 1	1	81.215666526	82.319717258	4780.6	7356.2	BTNW
52	Spectrogram 1	1	81.731533025	82.724696565	3131.5	8764.4	AMRE
53	Spectrogram 1	1	84.68140339600001	86.17114870700001	1927.1	5206.8	KEWA
54	Spectrogram 1	1	88.55624760100002	91.786439698	1797.4	4502.6	SCTA
55	Spectrogram 1	1	91.97566727799999	92.42409568299999	2779.8	3533.7	WOTH
56	Spectrogram 1	1	92.297485015	93.811336237	4780.6	7300.6	BTNW
57	Spectrogram 1	1	92.551453129	97.912607774	963.5	2019.7	AMCR
58	Spectrogram 1	1	92.88521545799999	93.003668244	2497.1	3627.9	WOTH
59	Spectrogram 1	1	93.942364203	94.612508534	1556.5	3705.9	WOTH
60	Spectrogram 1	1	97.08903836200001	97.279408911	2450.0	3345.2	WOTH
61	Spectrogram 1	1	97.240735511	98.34478624299999	2927.6	5595.9	HOWA
62	Spectrogram 1	1	97.71717116399999	98.86461253600001	333.5	1667.6	WITU
63	Spectrogram 1	1	98.778692644	99.376519241	3001.8	5577.4	BHCO
64	Spectrogram 1	1	99.65596918	101.873713008	1741.8	4410.0	SCTA
65	Spectrogram 1	1	101.59890562	168.864040157	945.0	2001.2	AMCR
66	Spectrogram 1	1	101.87853419	103.406848958	1927.1	4873.2	KEWA
67	Spectrogram 1	1	103.66311098799999	105.051611472	4799.1	7485.9	BTNW
68	Spectrogram 1	1	103.720965175	104.323612955	3928.2	7708.2	BHCO
69	Spectrogram 1	1	104.950366645	105.331240042	3057.4	6096.2	REVI
70	Spectrogram 1	1	105.442127233	106.55099914700001	2760.9	5651.5	HOWA
71	Spectrogram 1	1	106.891748541	107.566714054	4613.8	7207.9	BHCO
72	Spectrogram 1	1	108.08258055299999	108.68522833200001	3872.6	7986.2	BHCO
73	Spectrogram 1	1	109.51150174700001	110.519073243	2021.2	4593.8	SCTA
74	Spectrogram 1	1	111.804522839	113.246056328	2038.2	4984.4	EATO
75	Spectrogram 1	1	113.737816915	114.880437105	2797.9	5392.1	HOWA
76	Spectrogram 1	1	115.784403575	116.387051354	3131.5	9060.9	BHCO
77	Spectrogram 1	1	117.38503607700001	118.180531145	1649.1	3742.9	WOTH
78	Spectrogram 1	1	118.467039711	119.35413724200001	3131.5	5651.5	HOWA
79	Spectrogram 1	1	118.48150325799999	120.048387484	4854.7	7485.9	BTNW
80	Spectrogram 1	1	118.98772739200001	120.67514117399999	1908.5	4854.7	KEWA
81	Spectrogram 1	1	120.221950044	121.229577131	3372.4	8782.9	AMRE
82	Spectrogram 1	1	122.64114379200001	123.74037334100001	1760.3	7226.5	WOTH
83	Spectrogram 1	1	123.561989599	124.719073335	2464.4	5688.5	HOWA
84	Spectrogram 1	1	125.230118652	126.6282615	1593.5	5021.5	WOTH
85	Spectrogram 1	1	125.254224563	125.47117776399999	4576.8	9394.4	BHCO
86	Spectrogram 1	1	128.529866114	129.850870046	1686.2	9246.2	WOTH
87	Spectrogram 1	1	129.767795544	131.227303089	2120.2	3580.8	SCTA
88	Spectrogram 1	1	131.406557363	132.751667207	1649.1	8727.4	WOTH
89	Spectrogram 1	1	131.83564258200002	133.257891342	4836.2	7374.7	BTNW
90	Spectrogram 1	1	134.373128584	134.749180798	3983.8	9042.4	BHCO
91	Spectrogram 1	1	137.124810495	138.90382674	1575.0	5058.5	KEWA
92	Spectrogram 1	1	142.64024703	144.07169343200002	4501.9	7350.0	BTNW
93	Spectrogram 1	1	144.412183111	145.14108959700002	1378.1	3675.0	WOTH
94	Spectrogram 1	1	145.052250007	145.407608366	2638.5	9046.2	BHCO
95	Spectrogram 1	1	145.748350773	147.242336096	2848.1	3583.1	NOCA
96	Spectrogram 1	1	148.65543473399998	151.56002015299998	2113.1	4042.5	SCTA
97	Spectrogram 1	1	153.246619353	154.080471627	1929.4	3766.9	WOTH
98	Spectrogram 1	1	153.489826266	153.934547479	3766.9	5971.9	HOWA
99	Spectrogram 1	1	154.25419085	155.727329866	2113.1	4961.2	KEWA
100	Spectrogram 1	1	154.698912063	156.276282613	4685.6	7166.2	BTNW
101	Spectrogram 1	1	155.393788957	155.734278635	5788.1	9095.6	BHCO
102	Spectrogram 1	1	156.324623963	156.688443235	2261.5	4617.3	REVI
103	Spectrogram 1	1	157.968815418	158.976386915	2756.2	8820.0	AMRE
104	Spectrogram 1	1	160.935471624	162.589278633	1929.4	3766.9	SCTA
105	Spectrogram 1	1	163.689188294	164.50914303	2113.1	5236.9	HOWA
106	Spectrogram 1	1	165.023351932	165.322148996	5880.0	8911.9	BHCO
107	Spectrogram 1	1	165.31520022700002	166.830031857	4777.5	6982.5	BTNW
108	Spectrogram 1	1	167.878827835	168.61539734299998	1745.6	4042.5	WOTH
109	Spectrogram 1	1	168.580653499	171.658958141	1837.5	4226.2	SCTA
110	Spectrogram 1	1	171.751790537	173.461187697	2572.5	4869.4	KEWA
111	Spectrogram 1	1	172.52906391	194.929033279	735.0	1929.4	AMCR
112	Spectrogram 1	1	175.63914543599998	176.514690323	3399.4	8544.4	AMRE
113	Spectrogram 1	1	176.497848316	177.999660428	1929.4	3722.1	SCTA
114	Spectrogram 1	1	177.58680490900002	178.37201579900002	1837.5	3766.9	WOTH
115	Spectrogram 1	1	179.85905235299995	180.081412959	2388.8	5145.0	EATO
116	Spectrogram 1	1	182.54627425099997	183.11607330400003	1929.4	3491.2	WOTH
117	Spectrogram 1	1	183.07438069	183.261997452	2480.6	5512.5	EATO
118	Spectrogram 1	1	183.99856696	184.498878324	2848.1	5053.1	AMGO
119	Spectrogram 1	1	186.525446555	186.85898746400002	2388.8	5328.8	WOTH
120	Spectrogram 1	1	187.69336035400002	188.852205459	1929.4	7821.2	WOTH
121	Spectrogram 1	1	187.97650093200002	188.276863355	2450.0	4617.3	EATO
122	Spectrogram 1	1	188.596700317	189.416655052	3031.9	8452.5	AMRE
123	Spectrogram 1	1	190.09068564	190.465919163	1837.5	5604.4	EATO
124	Spectrogram 1	1	190.66743346200002	191.042666985	2021.2	5512.5	EATO
125	Spectrogram 1	1	191.362310357	192.251752781	2113.1	3583.1	SCTA
126	Spectrogram 1	1	192.29792186400002	192.97890122	1837.5	3766.9	WOTH
127	Spectrogram 1	1	192.888567224	193.20126182599998	2205.0	5236.9	EATO
128	Spectrogram 1	1	195.702350371	196.049788818	2205.0	5512.5	EATO
