Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.279545433	1.295454448	2063.2	4771.1	EATO
2	Spectrogram 1	1	4.652982899	5.747300997999999	2372.5	5682.0	EATO
3	Spectrogram 1	1	6.795795475	8.657158971	2093.4	5542.4	EATO
4	Spectrogram 1	1	7.121934325	8.4699955	2020.5	5183.1	COYE
5	Spectrogram 1	1	8.749204418	9.202613475	3209.8	5622.2	EATO
6	Spectrogram 1	1	8.802026114	11.382086855999999	2686.1	3808.6	SCTA
7	Spectrogram 1	1	12.116704723	13.074659195999999	2352.5	5243.4	EATO
8	Spectrogram 1	1	13.354204629000002	14.823522699999998	2113.3	5004.1	EATO
9	Spectrogram 1	1	15.00185654	15.196457546	2926.6	4209.5	EATO
10	Spectrogram 1	1	17.800142181	19.286505705	2671.5	6220.3	COYE
11	Spectrogram 1	1	20.607573311	20.827557057	3087.0	4369.9	EATO
12	Spectrogram 1	1	21.157532675	21.326750941	3127.1	4369.9	EATO
13	Spectrogram 1	1	21.506477483	23.037159186	2073.4	5462.7	EATO
14	Spectrogram 1	1	23.122045750999998	24.137954766	2472.2	4944.3	COYE
15	Spectrogram 1	1	25.11119826	25.369256116	2966.7	4490.2	EATO
16	Spectrogram 1	1	28.44420474	29.947613718000003	2053.5	5542.4	EATO
17	Spectrogram 1	1	29.988434989	30.521472526999997	1122.5	2565.8	WBNU
18	Spectrogram 1	1	30.865483146	31.14843767	3327.5	4585.4	EATO
19	Spectrogram 1	1	31.387074016	31.663210358	3349.4	4565.5	EATO
20	Spectrogram 1	1	32.994744499	34.576562560999996	2831.0	5821.5	COYE
21	Spectrogram 1	1	34.761562639	36.333153429	1953.8	5363.0	EATO
22	Spectrogram 1	1	38.461164899	38.710028517	2970.6	4485.8	EATO
23	Spectrogram 1	1	39.858551366	41.416505793	2392.4	5442.7	COYE
24	Spectrogram 1	1	41.927869391	43.383551098999995	2033.5	5502.5	EATO
25	Spectrogram 1	1	44.957869579	46.832869438	4366.1	7496.2	DOWO
26	Spectrogram 1	1	45.26995859	46.666009285	3367.6	5773.1	COYE
27	Spectrogram 1	1	45.28264996	46.602552435	3487.9	4810.9	EATO
28	Spectrogram 1	1	47.25218758800001	47.668096647	2970.6	4665.2	EATO
29	Spectrogram 1	1	49.632386626000006	49.983522963	2950.6	4326.3	EATO
30	Spectrogram 1	1	50.181250221000006	50.494886561	3209.8	4366.1	EATO
31	Spectrogram 1	1	50.8786935	52.70596608899999	2033.5	5143.7	EATO
32	Spectrogram 1	1	52.579829735	53.224147868	1395.6	4904.4	EATO
33	Spectrogram 1	1	53.84203183	54.53582672100001	2646.0	4369.9	EATO
34	Spectrogram 1	1	56.564545585	58.047500019	3150.0	6300.0	COYE
35	Spectrogram 1	1	56.891818288	57.191818265	2671.5	4206.6	EATO
