Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	1.863422508	5.776609775	1211.5	3028.8	NOCA
2	Spectrogram 1	1	2.543571724	3.526527097	1837.5	4967.3	EATO
3	Spectrogram 1	1	3.373245899	4.350481385	1078.3	1673.3	AMCR
4	Spectrogram 1	1	5.529007159	7.126891959	2002.7	4915.7	EATO
5	Spectrogram 1	1	5.712688427000001	7.5487066139999985	1189.9	1784.8	AMCR
6	Spectrogram 1	1	7.77681408	8.759769452999999	2022.9	4956.2	EATO
7	Spectrogram 1	1	8.783062233999999	10.334361472000001	3398.5	6170.0	COYE
8	Spectrogram 1	1	10.771638084000001	15.215900765999999	1254.2	2852.3	NOCA
9	Spectrogram 1	1	11.389537215999999	11.711051921	1115.5	1784.8	AMCR
10	Spectrogram 1	1	13.291917025999998	14.363384968	2366.8	5118.0	EATO
11	Spectrogram 1	1	13.813675327999999	15.346340341	2002.7	4875.3	EATO
12	Spectrogram 1	1	13.882057707000001	17.653167599	991.2	1861.1	AMCR
13	Spectrogram 1	1	19.912745888	23.895811499	910.3	3297.4	NOCA
14	Spectrogram 1	1	20.187600707999998	21.678338714000002	3378.3	6736.4	COYE
15	Spectrogram 1	1	21.217141642999998	22.223389798000003	1942.0	5077.6	EATO
16	Spectrogram 1	1	22.381780710999998	23.835250267	2103.9	5340.6	EATO
17	Spectrogram 1	1	23.141125383000002	24.46881392	2387.1	5623.8	COYE
18	Spectrogram 1	1	27.275019915999998	28.351146414000002	1901.6	4915.7	EATO
19	Spectrogram 1	1	28.790663055	32.652606203000005	1153.1	2993.9	NOCA
20	Spectrogram 1	1	29.03129563	30.545326418000002	1982.5	5381.0	EATO
21	Spectrogram 1	1	31.949164206	33.514439113	3398.5	6291.3	COYE
22	Spectrogram 1	1	34.565068529	35.603926576999996	1962.2	4976.4	EATO
23	Spectrogram 1	1	35.296461864	36.638126069	2569.1	5644.0	COYE
24	Spectrogram 1	1	37.153756234	38.733006809	2022.9	5340.6	EATO
25	Spectrogram 1	1	37.736075768	41.723799935	1314.9	3034.4	NOCA
26	Spectrogram 1	1	37.754709993	38.528030333000004	1031.7	1760.0	AMCR
27	Spectrogram 1	1	39.119738008	39.473788284	5320.3	7646.7	BGGN
28	Spectrogram 1	1	39.338619124000004	39.594839719	1112.6	1800.4	AMCR
29	Spectrogram 1	1	39.672529581	40.054531195	5886.7	8375.0	BGGN
30	Spectrogram 1	1	40.908659629	41.817078101999996	2326.4	5037.1	EATO
31	Spectrogram 1	1	41.149291918	41.414829626	6170.0	8779.5	BGGN
32	Spectrogram 1	1	42.980247158999994	43.301687541999996	5947.4	8152.4	BGGN
33	Spectrogram 1	1	44.439952324	45.958641668	2063.4	5805.8	EATO
34	Spectrogram 1	1	44.491196443	45.516078822	869.9	1780.2	AMCR
35	Spectrogram 1	1	45.241224001999996	46.806498909	3418.8	7100.5	COYE
36	Spectrogram 1	1	46.57199404399999	46.884117313999994	5927.2	8496.3	BGGN
37	Spectrogram 1	1	46.643449438999994	47.943186639	2447.8	5461.9	COYE
38	Spectrogram 1	1	47.08219563300001	51.67087355899999	1011.5	3176.0	NOCA
39	Spectrogram 1	1	47.701783617	48.749958776999996	1861.1	4956.2	EATO
40	Spectrogram 1	1	49.34462076	51.007190224	1747.6	2416.9	NOFL
41	Spectrogram 1	1	50.73149284300001	51.094860231999995	5684.4	7909.7	BGGN
42	Spectrogram 1	1	50.790406424	51.628946551999995	1072.2	1739.7	AMCR
43	Spectrogram 1	1	52.16944612100001	53.902429053999995	2144.3	4956.2	EATO
44	Spectrogram 1	1	53.049913256	54.018892961000006	1800.4	4855.0	EATO
45	Spectrogram 1	1	53.251771786000006	53.601163506000006	5178.7	8435.6	BGGN
46	Spectrogram 1	1	53.792164313	54.18348304	6028.3	8273.8	BGGN
47	Spectrogram 1	1	54.991097081999996	55.284586127	6311.6	8476.1	BGGN
48	Spectrogram 1	1	55.95541823	57.47876613	3439.0	6756.6	COYE
49	Spectrogram 1	1	56.30480995	56.649543114	6129.5	8678.4	BGGN
50	Spectrogram 1	1	57.19778317300001	61.749192648999994	1213.8	3034.4	NOCA
51	Spectrogram 1	1	58.95871744300001	60.319015873999994	2103.9	5461.9	COYE
52	Spectrogram 1	1	59.527061308	60.607846362	2124.1	5057.3	EATO
