Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.0	1.3981428480000002	2265.9	7292.9	EATO
2	Spectrogram 1	1	3.333842316	5.710685158	1599.5	3256.1	NOCA
3	Spectrogram 1	1	4.973044276	6.2458363860000015	3179.9	4360.5	EATO
4	Spectrogram 1	1	6.3229753010000005	6.703848698	2094.6	4931.7	EATO
5	Spectrogram 1	1	6.978656115	10.570436878999999	1256.7	5331.6	NOCA
6	Spectrogram 1	1	9.138545756000001	10.584900426	2399.2	7388.1	EATO
7	Spectrogram 1	1	10.812525326	12.707249945	1028.2	1637.6	AMCR
8	Spectrogram 1	1	11.148978747000001	12.368737852999999	2608.7	4436.7	EATO
9	Spectrogram 1	1	13.089667487	13.557322164	2875.3	4379.5	EATO
10	Spectrogram 1	1	15.640240835999998	17.665137375	1085.4	1580.4	AMCR
11	Spectrogram 1	1	17.236052156	18.373851163	3008.5	4322.4	EATO
12	Spectrogram 1	1	18.176182692	19.680391549	2265.9	7426.2	EATO
13	Spectrogram 1	1	19.662304388	23.20587333	1199.6	4208.2	NOCA
14	Spectrogram 1	1	23.363417799	25.296711875	990.2	1542.4	AMCR
15	Spectrogram 1	1	23.538534904000002	24.830611743000002	3084.7	4855.6	EATO
16	Spectrogram 1	1	27.430721376999998	28.800775516999998	1739.9	5894.2	COYE
17	Spectrogram 1	1	27.73553693	29.283136427	2342.1	7445.2	EATO
18	Spectrogram 1	1	29.537619351999997	31.292529685	2627.7	4779.4	EATO
19	Spectrogram 1	1	30.082412944	31.152715399999998	1028.2	1580.4	AMCR
20	Spectrogram 1	1	30.472928705	33.987570554	1028.2	4589.0	NOCA
21	Spectrogram 1	1	35.590776538	36.738217909	3199.0	4436.7	EATO
22	Spectrogram 1	1	36.019861756	38.247247949	1085.4	1485.2	AMCR
23	Spectrogram 1	1	37.008204114	38.536518883	2304.0	7483.3	EATO
24	Spectrogram 1	1	38.661691133000005	39.177557631999996	2780.1	4779.4	EATO
25	Spectrogram 1	1	39.182378814	42.812729037	1237.7	5636.3	NOCA
26	Spectrogram 1	1	42.309771397	44.45519749100001	1599.5	2475.4	PIWO
27	Spectrogram 1	1	43.90092962399999	45.839044881999996	1142.5	1656.6	AMCR
28	Spectrogram 1	1	45.564237495	47.256472458999994	2246.9	7502.3	EATO
29	Spectrogram 1	1	47.758558169	48.973496092	3122.8	4341.5	EATO
30	Spectrogram 1	1	48.071935014	51.769781788	1104.4	5693.4	NOCA
31	Spectrogram 1	1	52.168038791	52.534448641000004	2970.5	4798.4	EATO
32	Spectrogram 1	1	55.152350594	56.584241718	2246.9	7521.4	EATO
33	Spectrogram 1	1	56.647064906000004	57.16756582399999	1491.3	4296.4	NOCA
34	Spectrogram 1	1	57.130232878	60.220610691000005	1104.4	5960.0	NOCA
35	Spectrogram 1	1	58.27592176	58.541251929	2756.2	4712.3	EATO
36	Spectrogram 1	1	60.044789551	60.319946763000004	2489.5	3556.5	EATO
37	Spectrogram 1	1	61.090482306999995	62.122215305	1047.3	1580.4	AMCR
38	Spectrogram 1	1	61.456892156	62.676651262	3179.9	4398.6	EATO
39	Spectrogram 1	1	62.985206925	64.52798524	2285.0	7426.2	EATO
