Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.586363592	2.168181654	2122.4	4733.0	EATO
2	Spectrogram 1	1	4.772726912	6.368181337	2253.8	7062.0	COYE
3	Spectrogram 1	1	6.081817722	6.845454028	3455.9	7212.3	EATO
4	Spectrogram 1	1	7.633273077	9.317363858	2009.7	5334.1	EATO
5	Spectrogram 1	1	10.067363802000001	11.335545524	2197.5	7606.7	EATO
6	Spectrogram 1	1	15.05823186	16.169595412	2084.8	7700.6	EATO
7	Spectrogram 1	1	19.141815815999998	20.539542983	2066.0	7080.8	EATO
8	Spectrogram 1	1	20.969088405	21.330452015	3211.7	4357.4	EATO
9	Spectrogram 1	1	23.851274341999996	25.249001509	2009.7	7756.9	EATO
10	Spectrogram 1	1	26.14218326	27.710364959	2066.0	4808.2	EATO
11	Spectrogram 1	1	27.614910420999998	28.105819475	1784.3	2704.6	NOCA
12	Spectrogram 1	1	29.772717779	30.849990424	1972.1	7231.0	EATO
13	Spectrogram 1	1	30.856808605999998	32.704535739	2329.0	5860.0	COYE
14	Spectrogram 1	1	31.184081308000003	31.606808549	3099.0	4413.8	EATO
15	Spectrogram 1	1	33.19612352	34.075668908000004	2704.6	4038.1	BCCH
16	Spectrogram 1	1	34.852941576999996	36.046123305	2009.7	7118.4	EATO
17	Spectrogram 1	1	36.366577826	37.877685141	1994.8	4737.7	EATO
18	Spectrogram 1	1	37.587711006999996	38.985438174	1709.2	4733.0	EATO
19	Spectrogram 1	1	40.19200287	41.085184620999996	2502.3	3781.6	BHVI
20	Spectrogram 1	1	42.810184491	43.157911737	2746.8	4440.1	EATO
21	Spectrogram 1	1	43.785184416999996	45.455638836000006	2050.7	5474.9	EATO
22	Spectrogram 1	1	46.562261045	47.987260938	1862.6	4703.5	EATO
23	Spectrogram 1	1	47.769079136	48.969079045	2746.8	4891.6	BCCH
24	Spectrogram 1	1	48.082715476000004	49.569078999999995	2238.9	5267.9	COYE
25	Spectrogram 1	1	48.83953360100001	49.228169935	6001.7	8108.8	TUTI
26	Spectrogram 1	1	51.963871343	53.600234855	2088.4	4778.8	EATO
27	Spectrogram 1	1	52.393416765	53.825234838	1768.5	5663.0	EATO
28	Spectrogram 1	1	53.695689393	55.632052883	997.1	1674.4	AMCR
29	Spectrogram 1	1	57.21383029	58.788830171	2050.7	5531.3	EATO
30	Spectrogram 1	1	58.50928473800001	59.872920998999994	1712.1	4759.9	EATO
31	Spectrogram 1	1	60.922920919	62.082011741	1806.1	5155.0	BCCH
32	Spectrogram 1	1	62.214353261999996	64.041625852	2107.2	5493.7	COYE
33	Spectrogram 1	1	64.703202177	66.046383893	1730.9	5587.8	EATO
34	Spectrogram 1	1	65.753202097	66.837292925	2050.7	4872.8	EATO
35	Spectrogram 1	1	68.22820191	69.61911089600001	2615.1	4609.4	BCCH
36	Spectrogram 1	1	71.427539647	73.17981224100001	2370.6	5568.9	EATO
37	Spectrogram 1	1	71.95253960699999	72.900266808	1730.9	4778.8	EATO
38	Spectrogram 1	1	78.298108251	79.225380908	2596.3	4759.9	BCCH
39	Spectrogram 1	1	78.80947184899999	79.245835452	2652.8	4308.4	EATO
40	Spectrogram 1	1	80.629926257	80.868562602	3029.1	4214.3	EATO
41	Spectrogram 1	1	82.252653407	83.616289667	1787.3	4741.1	EATO
42	Spectrogram 1	1	84.90818799899999	86.380915161	1674.4	4929.3	BCCH
43	Spectrogram 1	1	88.407525713	90.07116195100002	1110.0	1618.0	AMCR
44	Spectrogram 1	1	88.939343855	90.45298010399999	1655.6	4872.8	EATO
45	Spectrogram 1	1	90.84161643799999	91.871161815	1956.7	6114.5	EATO
46	Spectrogram 1	1	92.450707226	92.69616175200001	2878.5	4120.3	EATO
47	Spectrogram 1	1	94.20670801899999	95.713526087	2201.2	6246.2	COYE
48	Spectrogram 1	1	94.363526189	94.84079888	3932.1	8428.7	BGGN
49	Spectrogram 1	1	95.215798852	96.347616948	1825.0	3273.6	TUTI
50	Spectrogram 1	1	96.01352606399999	96.947616903	2314.1	7826.6	EATO
51	Spectrogram 1	1	97.9479848	99.747984664	1816.7	5738.3	EATO
52	Spectrogram 1	1	98.016166613	99.141166528	2953.8	5042.2	BCCH
53	Spectrogram 1	1	99.584348312	100.4638937	2013.1	3311.3	TUTI
54	Spectrogram 1	1	101.54798452799999	102.666166261	2126.0	7676.1	EATO
55	Spectrogram 1	1	103.655947267	104.167310864	2840.9	4195.5	EATO
56	Spectrogram 1	1	105.462765312	106.82640157200001	1768.5	6058.1	EATO
57	Spectrogram 1	1	106.540037958	107.63094696600001	2069.5	7657.3	EATO
58	Spectrogram 1	1	106.59458340799999	107.44003789	2107.2	3160.8	TUTI
59	Spectrogram 1	1	108.484830334	110.03255749	1975.5	4515.4	EATO
60	Spectrogram 1	1	110.073466578	110.966648329	2182.4	3292.4	TUTI
61	Spectrogram 1	1	111.593921008	112.63710274799999	2013.1	7412.7	EATO
62	Spectrogram 1	1	112.18710278200001	113.578011768	1730.9	5606.6	EATO
63	Spectrogram 1	1	113.327349765	114.22734969700001	2148.5	3222.7	TUTI
64	Spectrogram 1	1	115.95302829399999	117.47962217799999	1639.6	7161.5	BCCH
65	Spectrogram 1	1	116.44325862	117.53416762799999	2374.6	7425.4	EATO
66	Spectrogram 1	1	117.425076728	118.263713028	2073.1	3222.7	TUTI
67	Spectrogram 1	1	118.530300826	119.737118917	2789.2	7218.1	BCCH
68	Spectrogram 1	1	118.890945052	120.29549040100001	1752.7	5842.3	EATO
69	Spectrogram 1	1	120.88867217399999	122.361399336	2412.3	6633.8	BCCH
70	Spectrogram 1	1	121.55003576	122.23867207200001	1960.0	3222.7	TUTI
71	Spectrogram 1	1	122.306853885	123.288671993	2073.1	6991.9	EATO
72	Spectrogram 1	1	122.84549020799999	123.950035579	2581.9	7519.6	BCCH
73	Spectrogram 1	1	124.871634771	125.56027108299999	2091.9	3203.8	TUTI
74	Spectrogram 1	1	125.63527107700001	126.814816443	2751.5	6558.5	BCCH
75	Spectrogram 1	1	126.862543712	128.123907253	1922.3	7387.7	EATO
76	Spectrogram 1	1	127.89890727	129.269361712	1733.8	5729.2	EATO
77	Spectrogram 1	1	131.65096722799998	131.97671239	4666.5	8299.9	BGGN
78	Spectrogram 1	1	131.969320852	133.019320773	1997.7	8198.1	EATO
79	Spectrogram 1	1	133.305684388	134.819320637	1715.0	6125.0	EATO
80	Spectrogram 1	1	137.026972757	138.45879083100002	1752.7	7142.7	BCCH
81	Spectrogram 1	1	137.09515457	138.213336304	2054.2	7726.9	EATO
82	Spectrogram 1	1	138.826972621	140.306517964	1771.5	5823.5	EATO
83	Spectrogram 1	1	141.647851535	142.713926612	3241.6	6661.3	COYE
84	Spectrogram 1	1	142.284935258	143.321298816	2148.5	7764.6	EATO
85	Spectrogram 1	1	143.33493517899998	143.621298793	4881.2	8612.7	BGGN
86	Spectrogram 1	1	144.897443269	146.356534068	1696.2	5955.4	EATO
87	Spectrogram 1	1	146.117897723	147.51562489	2713.8	7218.1	BCCH
88	Spectrogram 1	1	148.033806669	149.090624771	1846.9	7670.4	EATO
89	Spectrogram 1	1	148.42926118399998	149.390624748	2487.7	6916.5	BCCH
90	Spectrogram 1	1	151.502356197	152.600083387	2563.1	7274.6	BCCH
91	Spectrogram 1	1	151.65917436700002	153.165992435	1809.2	5804.6	EATO
92	Spectrogram 1	1	156.973546274	158.023546194	1790.4	7726.9	EATO
93	Spectrogram 1	1	157.10990990000002	158.500818886	1677.3	4711.5	EATO
94	Spectrogram 1	1	159.721273339	160.703091446	2487.7	7350.0	BCCH
95	Spectrogram 1	1	161.425818665	162.700818568	2638.5	8593.8	BCCH
96	Spectrogram 1	1	161.671273191	162.707636749	1941.2	7274.6	EATO
97	Spectrogram 1	1	163.937452067	165.389724684	1733.8	6256.9	EATO
98	Spectrogram 1	1	165.307906509	166.364724611	1903.5	6464.2	EATO
99	Spectrogram 1	1	166.508465086	166.804597051	5307.7	8264.3	BGGN
100	Spectrogram 1	1	167.77608814	168.226088106	2902.3	3995.4	EATO
101	Spectrogram 1	1	168.88084625	170.026300709	2242.7	5917.7	EATO
102	Spectrogram 1	1	169.562664381	170.612664301	2035.4	6332.3	EATO
103	Spectrogram 1	1	170.41493704299998	171.730846035	1696.2	5917.7	COYE
104	Spectrogram 1	1	171.84675511700001	172.18766418200005	2940.0	4315.8	EATO
105	Spectrogram 1	1	172.99077095400003	174.449861753	1771.5	6426.5	EATO
106	Spectrogram 1	1	173.883952705	175.043043526	1922.3	6841.2	EATO
107	Spectrogram 1	1	174.89986171900003	176.222588892	2261.5	5955.4	EATO
108	Spectrogram 1	1	177.518722067	177.94826748900002	2902.3	4579.6	EATO
109	Spectrogram 1	1	178.405085636	179.414176469	1903.5	4711.5	EATO
110	Spectrogram 1	1	178.56190380599998	179.700540084	2808.1	7519.6	BCCH
111	Spectrogram 1	1	179.720994628	180.682358191	2205.0	5258.1	EATO
112	Spectrogram 1	1	180.98917635	182.39372169799998	1809.2	5917.7	EATO
113	Spectrogram 1	1	181.391408391	186.702771626	339.2	848.1	YBCU
114	Spectrogram 1	1	182.28835899599997	182.533813523	5352.3	7293.5	BGGN
115	Spectrogram 1	1	183.17472256599999	184.292904299	1884.6	6370.0	EATO
116	Spectrogram 1	1	185.35958991	185.659589887	2808.1	5050.8	EATO
117	Spectrogram 1	1	186.388881892	187.54797271400003	2299.2	5842.3	EATO
118	Spectrogram 1	1	187.384336362	188.502518096	1997.7	7463.1	EATO
119	Spectrogram 1	1	187.602518164	189.0479726	1733.8	6106.2	EATO
120	Spectrogram 1	1	190.38433613599997	190.732063382	2393.5	4108.5	EATO
121	Spectrogram 1	1	191.952011191	193.28837472700002	2299.2	5691.5	EATO
122	Spectrogram 1	1	192.927011117	194.011101945	1941.2	7274.6	EATO
123	Spectrogram 1	1	193.867920137	195.34746548	1733.8	5842.3	EATO
124	Spectrogram 1	1	195.509753687	195.848190219	1496.1	2814.1	WOTH
125	Spectrogram 1	1	196.152010874	196.670192653	2600.8	4730.4	EATO
126	Spectrogram 1	1	197.075022648	200.928968657	570.0	926.2	YBCU
127	Spectrogram 1	1	197.07949627	198.402223442	2336.9	5823.5	COYE
128	Spectrogram 1	1	198.22495072900003	199.20676883599998	1903.5	7877.7	EATO
129	Spectrogram 1	1	199.569996545	199.890451066	5465.4	8914.2	BGGN
130	Spectrogram 1	1	199.868735342	200.261817073	1361.1	2903.7	WOTH
131	Spectrogram 1	1	200.33363285099998	200.797269179	3147.3	4278.1	EATO
132	Spectrogram 1	1	200.442723751	201.894996369	1620.8	6200.4	EATO
133	Spectrogram 1	1	203.26943226	204.394432175	2035.4	7218.1	EATO
134	Spectrogram 1	1	204.40616378200002	205.510709153	2265.4	6078.9	EATO
135	Spectrogram 1	1	206.05622359900002	206.37773830400002	1888.0	3206.0	WOTH
136	Spectrogram 1	1	207.29986873200002	208.936232245	1793.5	6154.4	EATO
137	Spectrogram 1	1	210.518050307	210.886232097	3039.4	4889.5	EATO
138	Spectrogram 1	1	211.351147728	211.695094243	1905.6	3629.6	WOTH
139	Spectrogram 1	1	211.944914299	213.547186905	2076.6	7645.8	EATO
140	Spectrogram 1	1	213.233550565	214.706277726	1661.3	5814.6	EATO
141	Spectrogram 1	1	213.642641443	214.08582322799998	2208.8	4908.4	EATO
142	Spectrogram 1	1	213.905641709	214.12183666200002	6533.3	9255.6	BGGN
143	Spectrogram 1	1	217.248952708	218.36031626	1850.1	8023.3	EATO
144	Spectrogram 1	1	218.503498068	218.98758894	2926.2	4776.2	EATO
145	Spectrogram 1	1	219.10348046599998	223.78236552200002	463.1	783.7	YBCU
146	Spectrogram 1	1	219.455577755	220.025546266	1905.6	3266.7	WOTH
147	Spectrogram 1	1	219.801282603	220.974009788	2322.0	5342.6	EATO
148	Spectrogram 1	1	220.789918892	221.88082790099998	1717.9	4681.8	EATO
149	Spectrogram 1	1	221.84673699400003	222.992191453	1925.6	8117.7	EATO
150	Spectrogram 1	1	224.07696100799998	224.288324628	5361.5	7362.6	BGGN
151	Spectrogram 1	1	226.081506311	227.622415285	1717.9	4757.4	EATO
152	Spectrogram 1	1	227.117869869	228.706506113	2076.6	7796.8	EATO
153	Spectrogram 1	1	229.837817565	231.235544732	2322.0	5908.9	EATO
154	Spectrogram 1	1	232.51736281700002	234.392362675	1623.5	7626.9	EATO
155	Spectrogram 1	1	233.21281731	233.560544556	6305.4	9156.0	BGGN
156	Spectrogram 1	1	235.00502635900003	237.411844359	1642.4	4021.1	NOCA
157	Spectrogram 1	1	236.259571719	237.500480716	2189.9	5984.5	EATO
158	Spectrogram 1	1	238.19593520900003	239.327753305	1982.2	8155.5	EATO
159	Spectrogram 1	1	239.20502604200001	240.705025928	1699.1	4795.1	EATO
160	Spectrogram 1	1	239.76407625299998	243.418621432	453.1	943.9	YBCU
161	Spectrogram 1	1	242.32771242299998	243.868621398	2001.1	7928.9	EATO
162	Spectrogram 1	1	244.31176241900002	245.559489597	2340.9	5965.6	EATO
163	Spectrogram 1	1	246.212743375	247.719561443	1736.8	4814.0	EATO
164	Spectrogram 1	1	247.53461262099998	249.108342495	2457.9	5628.3	COYE
165	Spectrogram 1	1	248.064924285	248.349908541	2813.0	4627.8	EATO
166	Spectrogram 1	1	248.51696827599997	249.59794303700002	1905.6	7168.5	EATO
167	Spectrogram 1	1	252.044876815	254.000458428	1451.9	4446.3	EATO
168	Spectrogram 1	1	252.575537152	253.066889316	2994.4	4990.7	WOTH
169	Spectrogram 1	1	253.351873571	253.833398692	4718.5	8529.6	BGGN
170	Spectrogram 1	1	255.258319968	256.25085134	2087.0	7259.3	EATO
171	Spectrogram 1	1	258.189295896	259.643698302	1633.3	4900.0	EATO
172	Spectrogram 1	1	258.995113445	260.33159133099997	2268.5	5625.9	EATO
173	Spectrogram 1	1	260.213666812	260.77380827900004	1633.3	5081.5	WOTH
174	Spectrogram 1	1	260.724673063	262.552503113	1996.3	5172.2	COYE
175	Spectrogram 1	1	263.299358403	263.682613091	1724.1	4990.7	WOTH
176	Spectrogram 1	1	263.93811621599997	265.304075232	1724.1	7259.3	EATO
177	Spectrogram 1	1	265.981810504	266.853284575	2244.2	4773.3	WOTH
178	Spectrogram 1	1	266.106704448	267.747820676	1361.1	4718.5	EATO
179	Spectrogram 1	1	268.199864667	268.543811182	1633.3	5081.5	WOTH
180	Spectrogram 1	1	270.283197843	270.528873925	1814.8	4718.5	WOTH
181	Spectrogram 1	1	270.892474527	272.27808763	1451.9	6714.8	EATO
182	Spectrogram 1	1	272.622034144	274.027301334	2268.5	5353.7	COYE
183	Spectrogram 1	1	273.718216072	275.192272565	1361.1	5716.7	EATO
184	Spectrogram 1	1	275.62845891	275.962578382	363.0	5172.2	WOTH
185	Spectrogram 1	1	276.178773334	277.220439922	1814.8	6805.6	EATO
186	Spectrogram 1	1	276.729087758	277.289229225	5172.2	8529.6	BGGN
187	Spectrogram 1	1	278.586475895	278.882607861	5165.2	8941.1	BGGN
188	Spectrogram 1	1	279.529795093	279.785298219	1633.3	4174.1	WOTH
189	Spectrogram 1	1	281.315778828	282.730873061	1361.1	7077.8	EATO
190	Spectrogram 1	1	282.889039101	283.321429005	1814.8	5263.0	WOTH
191	Spectrogram 1	1	283.655548477	284.23534403	4627.8	9709.3	BGGN
192	Spectrogram 1	1	284.254998117	284.598944632	2722.2	4355.6	EATO
193	Spectrogram 1	1	286.70193189400004	286.947607976	1633.3	5081.5	WOTH
194	Spectrogram 1	1	286.95743502	288.30373994900003	1633.3	7077.8	EATO
195	Spectrogram 1	1	288.27425882	289.88589391799997	1361.1	4537.0	EATO
196	Spectrogram 1	1	288.92284367599996	289.266790191	5081.5	8801.9	BGGN
197	Spectrogram 1	1	289.47315810000003	290.55413286099997	2177.8	5081.5	EATO
198	Spectrogram 1	1	290.58678108099997	292.424438175	2087.0	5444.4	COYE
199	Spectrogram 1	1	292.687534327	293.965049954	1451.9	7168.5	EATO
200	Spectrogram 1	1	295.311354883	296.844373635	1451.9	4537.0	EATO
201	Spectrogram 1	1	296.58887051	297.630537098	2087.0	5172.2	EATO
202	Spectrogram 1	1	297.365206929	297.807423877	1270.4	3811.1	WOTH
203	Spectrogram 1	1	298.82943637799997	299.99997732400004	1905.6	5807.4	EATO
