Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.910374312	1.224010652	1670.5	3054.5	NOCA
2	Spectrogram 1	1	1.5138512219999998	2.748073874	2351.7	5380.8	COYE
3	Spectrogram 1	1	3.358294805	3.633102192	2615.1	3932.1	EATO
4	Spectrogram 1	1	6.86329429	7.128459313	3066.7	4157.9	EATO
5	Spectrogram 1	1	7.605231287	9.591558368	1580.4	3179.6	NOCA
6	Spectrogram 1	1	11.46062253	13.133572765999999	2935.0	7205.8	DOWO
7	Spectrogram 1	1	12.395931884000001	12.998579663	1053.6	4252.0	EATO
8	Spectrogram 1	1	18.825461347	22.162428869	997.1	3198.4	NOFL
9	Spectrogram 1	1	19.496315093	20.78357075	2201.2	4948.1	COYE
10	Spectrogram 1	1	22.317736036	22.52022569	3066.7	4120.3	EATO
11	Spectrogram 1	1	24.454549100999998	24.690787031	3047.9	4308.4	EATO
12	Spectrogram 1	1	26.055181603	26.599975195	1542.7	4308.4	EATO
13	Spectrogram 1	1	26.462134241999998	26.968358375999998	4343.2	8113.6	BGGN
14	Spectrogram 1	1	26.470486033	27.646854498000003	1580.4	3160.8	NOCA
15	Spectrogram 1	1	29.579455418000002	29.873547534	2596.3	3537.0	EATO
16	Spectrogram 1	1	30.432804673000003	30.799214523000003	4741.1	8052.4	BGGN
17	Spectrogram 1	1	31.545804613	31.864002641	2803.3	3875.7	EATO
18	Spectrogram 1	1	31.955605103000003	33.24286076	2370.6	5324.4	COYE
19	Spectrogram 1	1	33.439606227	33.656559427	4963.6	8829.5	BGGN
20	Spectrogram 1	1	34.726861883000005	35.020953999999996	5822.7	9354.5	BGGN
21	Spectrogram 1	1	35.786029189000004	36.080121306	3292.4	4233.1	EATO
22	Spectrogram 1	1	36.394990936999996	36.843360884	5202.3	9497.7	BGGN
23	Spectrogram 1	1	37.208277949	38.673917348	3367.7	5512.5	COYE
24	Spectrogram 1	1	38.725395665	39.03877251	2502.3	3518.2	EATO
25	Spectrogram 1	1	38.994800599	39.168363159	5631.8	10213.6	BGGN
26	Spectrogram 1	1	41.164332604	41.381285805	4963.6	8686.4	BGGN
27	Spectrogram 1	1	41.969872820999996	42.432706315	1618.0	4440.1	EATO
28	Spectrogram 1	1	42.579579084	42.83028056	6152.2	8334.6	BGGN
29	Spectrogram 1	1	44.032992238999995	45.267214891	2596.3	4891.6	COYE
30	Spectrogram 1	1	45.816829666000004	46.202524245	2953.8	4233.1	EATO
31	Spectrogram 1	1	47.869613564	48.173348043999994	4854.0	8936.6	BGGN
32	Spectrogram 1	1	48.096209128999995	48.399943609	2897.4	4176.7	EATO
33	Spectrogram 1	1	50.44262964	50.727079392	3102.3	4677.3	EATO
34	Spectrogram 1	1	50.812078873000004	52.094513346999996	3461.8	5437.2	COYE
35	Spectrogram 1	1	52.789792924	53.36351361	2107.2	4872.8	EATO
36	Spectrogram 1	1	54.262817352	54.47494937	1956.8	3340.9	EATO
37	Spectrogram 1	1	54.544703258	54.925576654	2690.4	4741.1	EATO
38	Spectrogram 1	1	56.575103736	56.999367773	2464.6	4534.2	EATO
39	Spectrogram 1	1	56.955977132	58.715708648	2483.4	5399.6	COYE
40	Spectrogram 1	1	58.578228286999995	58.853035674	6347.7	9736.4	BGGN
41	Spectrogram 1	1	59.393079553	59.687171668999994	2690.4	4252.0	EATO
42	Spectrogram 1	1	60.03429679	60.458560827	2201.2	4609.4	EATO
43	Spectrogram 1	1	61.625286927	62.020623871000005	2107.2	5023.3	BLJA
44	Spectrogram 1	1	62.185155356	62.527459293999996	5775.0	8638.6	BGGN
45	Spectrogram 1	1	62.194186431000006	62.59916573899999	2069.5	4665.9	EATO
46	Spectrogram 1	1	64.870793561	65.121495037	2953.8	4176.7	EATO
47	Spectrogram 1	1	65.45415661199999	65.83985119	2991.4	4741.1	EATO
48	Spectrogram 1	1	68.159007935	68.501311874	3010.2	4684.7	EATO
49	Spectrogram 1	1	68.510954238	70.208010385	2765.7	5568.9	COYE
50	Spectrogram 1	1	71.144863884	71.501631369	2728.0	4722.3	EATO
51	Spectrogram 1	1	71.995455919	72.400435226	2709.2	4421.3	EATO
52	Spectrogram 1	1	73.562340145	73.87571699	2521.1	4684.7	EATO
53	Spectrogram 1	1	74.18427265300001	74.444616494	2953.8	4045.0	EATO
54	Spectrogram 1	1	74.690496788	74.917092353	2596.3	3631.1	EATO
55	Spectrogram 1	1	75.74633569699999	76.098282	2803.3	4703.5	EATO
56	Spectrogram 1	1	77.56511896800001	78.399183494	2991.4	5042.2	COYE
57	Spectrogram 1	1	77.970098275	78.254548027	2878.5	4214.3	EATO
58	Spectrogram 1	1	78.645063788	78.8861229	3085.5	4289.6	EATO
59	Spectrogram 1	1	78.881301718	79.083791371	2935.0	4157.9	EATO
60	Spectrogram 1	1	81.260549951	81.544999703	3010.2	4233.1	EATO
61	Spectrogram 1	1	82.45068880699999	82.788171563	2690.4	4101.5	EATO
62	Spectrogram 1	1	83.21725678199999	83.598130179	2765.7	4214.3	EATO
63	Spectrogram 1	1	83.819904561	84.210420322	2671.6	4364.8	EATO
64	Spectrogram 1	1	84.50933362100001	84.813068102	2953.8	4252.0	EATO
65	Spectrogram 1	1	85.47839125	85.835158736	2746.8	4252.0	EATO
66	Spectrogram 1	1	86.285072829	86.776833417	1505.1	4665.9	EATO
67	Spectrogram 1	1	86.791296964	88.006234887	3461.8	5456.1	COYE
68	Spectrogram 1	1	87.514474299	87.83267232700001	2671.6	3461.8	EATO
69	Spectrogram 1	1	88.121943261	88.983726588	1956.8	4195.5	EATO
70	Spectrogram 1	1	88.802759291	90.54802726	2784.5	5418.4	COYE
71	Spectrogram 1	1	89.64017955700001	89.98730467799999	2959.1	4247.7	EATO
72	Spectrogram 1	1	90.286217976	90.64298546200001	2959.1	4486.4	EATO
73	Spectrogram 1	1	90.47735568799999	90.776268986	6061.4	8638.6	BGGN
