Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.0	0.99545447	1709.2	4657.9	EATO
2	Spectrogram 1	1	6.095454085	7.547726702	1821.8	4657.9	EATO
3	Spectrogram 1	1	12.166178271	13.618450889000002	1765.5	4620.4	EATO
4	Spectrogram 1	1	12.643450962000001	13.672996339	1990.9	2948.8	BLJA
5	Spectrogram 1	1	19.070584676	20.516039112	1727.9	4639.1	EATO
6	Spectrogram 1	1	25.579789815999998	26.943426075999998	1765.5	4714.3	EATO
7	Spectrogram 1	1	26.732062455999998	28.74342594	1164.5	3737.6	NOCA
8	Spectrogram 1	1	29.166153181	30.652516705	1296.0	3380.7	NOCA
9	Spectrogram 1	1	32.091112304	33.522930378000005	1746.7	4695.5	EATO
10	Spectrogram 1	1	32.807021341	35.527233007	1183.3	3662.5	NOCA
11	Spectrogram 1	1	35.515267469	37.573340064	1320.1	3639.3	NOCA
12	Spectrogram 1	1	40.590041012	41.994586360999996	1727.9	4714.3	EATO
13	Spectrogram 1	1	43.440040796999995	45.082102866999996	1926.7	4567.0	EATO
14	Spectrogram 1	1	44.66752617	48.751616771	1033.0	4132.0	NOCA
15	Spectrogram 1	1	46.822071462	48.281162261000006	1821.8	4620.4	EATO
16	Spectrogram 1	1	54.26934888899999	55.75571241300001	1765.5	4657.9	EATO
17	Spectrogram 1	1	54.842076118	57.77389407800001	1183.3	3681.3	NOCA
18	Spectrogram 1	1	58.759440385	60.477622073	1934.5	4695.5	EATO
19	Spectrogram 1	1	61.016258396000005	62.55716737	1709.2	4676.7	EATO
20	Spectrogram 1	1	61.725349252	64.902621739	1220.8	3981.8	NOCA
21	Spectrogram 1	1	66.766528061	68.511982475	2084.8	6066.6	COYE
22	Spectrogram 1	1	68.216895924	69.689623086	1727.9	4676.7	EATO
23	Spectrogram 1	1	68.38243703	70.802891393	1033.0	3831.5	NOCA
24	Spectrogram 1	1	71.121441159	73.235077363	1089.4	3474.7	NOCA
25	Spectrogram 1	1	75.6482069	77.039115886	1690.4	4714.3	EATO
