id,filepath,start_time,end_time,low_freq,high_freq,ebird_code,call_type,sex,lat,long,microphone,license,source,local_time
0,Data/Zenodo/HSN_001_20150708_061805.flac,3.8,4.0,2272,6515,gcrfin,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:18:08
1,Data/Zenodo/HSN_001_20150708_061805.flac,4.6,4.8,2939,6303,gcrfin,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:18:09
2,Data/Zenodo/HSN_001_20150708_061805.flac,5.0,5.2,3424,4333,gcrfin,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:18:10
3,Data/Zenodo/HSN_001_20150708_061805.flac,90.2,91.5,3212,5484,whcspa,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:35
4,Data/Zenodo/HSN_001_20150708_061805.flac,97.7,98.9,3242,5697,whcspa,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:42
5,Data/Zenodo/HSN_001_20150708_061805.flac,99.1,99.7,5757,7393,amepip,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:44
6,Data/Zenodo/HSN_001_20150708_061805.flac,101.4,101.7,5818,7303,amepip,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:46
7,Data/Zenodo/HSN_001_20150708_061805.flac,103.7,104.1,5515,7212,amepip,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:48
8,Data/Zenodo/HSN_001_20150708_061805.flac,105.4,106.7,3030,5575,whcspa,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:50
9,Data/Zenodo/HSN_001_20150708_061805.flac,104.6,105.0,5424,7303,amepip,,,37.0,-118.5,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7525805,2023-08-31 06:19:49
