id,filepath,start_time,end_time,low_freq,high_freq,ebird_code,call_type,sex,lat,long,microphone,license,source,local_time
0,Data/NIPS4BPlus/nips4b_birds_trainfile173.wav,0.000000000,0.068208617,,,eurwry,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
1,Data/NIPS4BPlus/nips4b_birds_trainfile173.wav,0.193015873,0.294603175,,,eurwry,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
2,Data/NIPS4BPlus/nips4b_birds_trainfile173.wav,0.394739229,0.470204082,,,eurwry,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
3,Data/NIPS4BPlus/nips4b_birds_trainfile173.wav,0.599365079,0.68063492,,,eurwry,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
4,Data/NIPS4BPlus/nips4b_birds_trainfile173.wav,0.790929705,0.886712018,,,eurwry,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
5,Data/NIPS4BPlus/nips4b_birds_trainfile435.wav,3.625215420,3.665850341,,,easwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
6,Data/NIPS4BPlus/nips4b_birds_trainfile435.wav,3.857414966,3.884988662,,,easwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
7,Data/NIPS4BPlus/nips4b_birds_trainfile435.wav,4.078004535,4.115736961,,,easwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
8,Data/NIPS4BPlus/nips4b_birds_trainfile435.wav,4.327619048,4.347936508,,,easwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
9,Data/NIPS4BPlus/nips4b_birds_trainfile435.wav,4.569977324,4.594648526,,,easwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
10,Data/NIPS4BPlus/nips4b_birds_trainfile435.wav,4.883446712,4.91537415,,,easwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
11,Data/NIPS4BPlus/nips4b_birds_trainfile187.wav,0.516643991,0.6762811790000001,,,darwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
12,Data/NIPS4BPlus/nips4b_birds_trainfile187.wav,1.004263039,1.297414966,,,darwar1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
13,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.016326531,0.35265306199999996,,,eurjay1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
14,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.029387755,0.208979592,,,eurnut2,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
15,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.493061224,0.754285714,,,sonthr1,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
16,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.519183673,0.643265306,,,eurnut2,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
17,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.617142857,0.9240816330000001,,,coatit2,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
18,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.695510204,0.848979592,,,eurnut2,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
19,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,0.819591837,1.116734694,,,sonthr1,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
20,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,1.051428571,1.3877551019999999,,,coatit2,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
21,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,1.214693878,1.528163266,,,eurnut2,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
22,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,1.48244898,1.825306123,,,coatit2,song,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
23,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,1.942857143,2.246530612,,,eurnut2,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
24,Data/NIPS4BPlus/nips4b_birds_trainfile171.wav,2.08,2.77877551,,,eurjay1,call,,,,Soundscape (SMX-US),,https://figshare.com/articles/dataset/Transcriptions_of_NIPS4B_2013_Bird_Challenge_Training_Dataset/6798548,
