id,filepath,start_time,end_time,low_freq,high_freq,ebird_code,call_type,sex,lat,long,microphone,license,source,local_time
0,Data/Powdermill/Recording_1_Segment_03.WAV,7.257462137999999,7.891790447999999,2902.7,4303.4,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:47:07
1,Data/Powdermill/Recording_1_Segment_03.WAV,14.608207851,15.298506305999998,2880.0,4220.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:47:14
2,Data/Powdermill/Recording_1_Segment_03.WAV,21.594465919,22.172824084000002,2913.1,4104.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:47:21
3,Data/Powdermill/Recording_1_Segment_03.WAV,50.28311849399999,50.936103519,2780.7,4005.5,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:47:50
4,Data/Powdermill/Recording_1_Segment_03.WAV,92.45738228,93.16633745,2714.5,4005.5,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:48:32
5,Data/Powdermill/Recording_1_Segment_03.WAV,98.18499378700001,99.024545963,2549.0,4502.1,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:48:38
6,Data/Powdermill/Recording_1_Segment_03.WAV,107.38918089299999,108.098136063,2813.8,4568.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:48:47
7,Data/Powdermill/Recording_1_Segment_03.WAV,118.777021615,119.46732007,2813.8,4435.9,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:48:58
8,Data/Powdermill/Recording_1_Segment_03.WAV,130.354662781,130.994488831,2780.7,4700.7,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:49:10
9,Data/Powdermill/Recording_1_Segment_03.WAV,150.548661415,151.162102886,2714.5,4502.1,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:49:30
10,Data/Powdermill/Recording_1_Segment_03.WAV,160.909768925,161.40152951299999,2771.9,4346.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:49:40
11,Data/Powdermill/Recording_1_Segment_03.WAV,167.928192036,168.38620434799998,2866.4,4409.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:49:47
12,Data/Powdermill/Recording_1_Segment_03.WAV,183.060822825,183.514013955,2834.9,4661.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:03
13,Data/Powdermill/Recording_1_Segment_03.WAV,190.59545901299998,191.053471325,2740.4,4598.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:10
14,Data/Powdermill/Recording_1_Segment_03.WAV,196.713014202,197.175847697,2834.9,4315.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:16
15,Data/Powdermill/Recording_1_Segment_03.WAV,202.3586082,202.710554503,2551.4,4409.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:22
16,Data/Powdermill/Recording_1_Segment_03.WAV,206.347784865,206.67080407400002,3086.8,4094.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:26
17,Data/Powdermill/Recording_1_Segment_03.WAV,208.546243964,208.941580907,2866.4,4346.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:28
18,Data/Powdermill/Recording_1_Segment_03.WAV,212.161605573,212.58586961,2614.4,4724.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:32
19,Data/Powdermill/Recording_1_Segment_03.WAV,214.63487206,215.068778461,2740.4,4157.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:34
20,Data/Powdermill/Recording_1_Segment_03.WAV,218.414668533,218.829290205,2834.9,4378.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:38
21,Data/Powdermill/Recording_1_Segment_03.WAV,221.97217595599997,222.35787053400003,2929.4,4252.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:41
22,Data/Powdermill/Recording_1_Segment_03.WAV,226.095214029,226.541270402,2834.9,4220.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:46
23,Data/Powdermill/Recording_1_Segment_03.WAV,230.732785379,230.993035838,2803.4,4429.5,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:50
24,Data/Powdermill/Recording_1_Segment_03.WAV,235.281146313,235.62515554,2833.6,4598.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:55
25,Data/Powdermill/Recording_1_Segment_03.WAV,238.842847996,239.257469668,2614.4,4630.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:50:58
26,Data/Powdermill/Recording_1_Segment_03.WAV,242.035321625,242.52226103099997,2582.9,4535.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:02
27,Data/Powdermill/Recording_1_Segment_03.WAV,244.981063971,245.405328007,2771.9,4441.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:04
28,Data/Powdermill/Recording_1_Segment_03.WAV,248.651940392,249.05942730700002,2866.2,4690.1,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:08
29,Data/Powdermill/Recording_1_Segment_03.WAV,251.996591858,252.405327778,2638.2,4693.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:11
30,Data/Powdermill/Recording_1_Segment_03.WAV,255.55707092,255.930993993,2931.3,4567.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:15
31,Data/Powdermill/Recording_1_Segment_03.WAV,258.93250496900004,259.390517281,2614.4,4441.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:18
32,Data/Powdermill/Recording_1_Segment_03.WAV,262.190528447,262.60881931299997,2670.8,4441.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:22
33,Data/Powdermill/Recording_1_Segment_03.WAV,265.50634983599997,265.92579269099997,2614.4,4441.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:25
34,Data/Powdermill/Recording_1_Segment_03.WAV,269.730724553,270.077849674,2768.5,4283.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:29
35,Data/Powdermill/Recording_1_Segment_03.WAV,273.746769355,274.076480271,2803.4,4315.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:33
36,Data/Powdermill/Recording_1_Segment_03.WAV,275.571749721,275.904411295,2834.9,4252.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:35
37,Data/Powdermill/Recording_1_Segment_03.WAV,278.073943301,278.493386155,2677.4,4315.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:38
38,Data/Powdermill/Recording_1_Segment_03.WAV,281.688958189,282.040904492,2803.4,4535.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:41
39,Data/Powdermill/Recording_1_Segment_03.WAV,285.001110385,285.39644732799997,2614.4,4409.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:45
40,Data/Powdermill/Recording_1_Segment_03.WAV,288.850640711,289.250798837,2708.9,4441.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:48
41,Data/Powdermill/Recording_1_Segment_03.WAV,292.294697608,292.707586499,2931.3,4315.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:52
42,Data/Powdermill/Recording_1_Segment_03.WAV,295.003327289,295.349069297,2803.4,4409.8,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:55
43,Data/Powdermill/Recording_1_Segment_03.WAV,298.911922968,299.22529981400004,2803.4,4315.3,eastow,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:51:58
44,Data/Powdermill/Recording_1_Segment_05.WAV,0.0,0.99545447,1258.1,5760.8,woothr,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:57:00
45,Data/Powdermill/Recording_1_Segment_05.WAV,2.931741649,5.154545065,1167.4,5495.7,woothr,,,40.1602,-79.2719,Soundscape (AudioMoths),Creative Commons Zero v1.0 Universal,https://zenodo.org/record/4656848,05:57:02
