id,filepath,start_time,end_time,low_freq,high_freq,ebird_code,call_type,sex,lat,long,microphone,license,source,local_time
0,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,539.0,541.4,1250,2468,blfant1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:09:06
1,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,520.5,644.6,961,2884,grasal3,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:08:47
2,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,596.9,598.8,1437,2375,greant1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:10:03
3,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,655.0,656.8,812,1593,undtin1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:11:02
4,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,466.3,468.2,552,2658,butwoo1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:07:53
5,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,502.4,504.6,1346,2571,blfant1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:08:29
6,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,508.9,511.1,775,2408,butwoo1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:08:35
7,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,426.1,429.7,1459,2221,blfant1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:07:13
8,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,431.6,435.9,1459,2416,grasal3,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:07:18
9,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,440.7,444.5,1239,2423,grasal3,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:07:27
10,Data/Zenodo/PER_001_S01_20190116_100007Z.flac,522.3,524.9,1508,2189,blfant1,,,-12.542578,-69.06205,Soundscape,Creative Commons Attribution 4.0 International Public License,https://zenodo.org/record/7079124,2023-08-31 10:08:49
