0.002902494,0.130612245,Sylatr_song
0.304761905,0.069659864,Sylatr_song
0.438276644,0.139319728,Sylatr_song
0.612426304,0.055147392,Sylatr_song
0.708208617,0.081269841,Sylatr_song
1.041995465,0.069659864,Sylatr_song
1.160997732,0.043537415,Sylatr_song
1.271292517,0.116099773,Sylatr_song
1.294512472,0.722721088,Strtur_song
1.445442177,0.066757370,Sylatr_song
2.426485261,0.426666667,Strtur_song
3.38430839,0.830113379,Strtur_song
4.304399093,0.087074830,Unknown
4.580136054,0.415056689,Strtur_song
