0.072562358,0.165306122,Parmaj_song
0.264126984,0.030612245,Parmaj_song
0.495918367,0.142857143,Parmaj_song
0.689795918,0.040816327,Parmaj_song
0.93877551,0.138775510,Parmaj_song
0.992653061,0.116099773,Parcae_song
1.134693878,0.032653061,Parmaj_song
1.195827664,0.037732426,Parcae_song
1.230657596,0.119002268,Parcae_song
1.425124717,0.116099773,Parcae_song
2.960544218,0.136417234,Parcae_song
2.983764172,0.142222222,Parmaj_song
3.198548753,0.171247166,Parcae_song
3.422040816,0.101587302,Parcae_song
3.593287982,0.142222222,Parcae_song
4.112834467,0.159637188,Parmaj_song
4.292789116,0.046439909,Parmaj_song
4.545306122,0.153832200,Parmaj_song
4.5569161,0.142222222,Parcae_song
4.739773243,0.031927438,Parmaj_song
4.777505669,0.162539683,Parcae_song
4.971972789,0.031927438,Parmaj_song
