0.012698413,0.050793651,Carcar_call
0.474920635,0.045714286,Motcin_call
0.551111111,0.055873016,Motcin_call
0.853333333,0.060952381,Carcar_call
1.084444444,0.043174603,Carcar_call
1.249523810,0.063492063,Carcar_call
2.008888889,0.053333333,Carcar_call
2.344126984,0.040634921,Carcar_call
2.819047619,0.045714286,Carcar_call
2.880000000,0.060952381,Motcin_call
2.976507937,0.045714286,Motcin_call
3.093333333,0.043174603,Carcar_call
3.253333333,0.053333333,Carcar_call
3.558095238,0.050793651,Carcar_call
4.012698413,0.043174603,Carcar_call
4.139682540,0.048253968,Carcar_call
4.297142857,0.050793651,Carcar_call
4.462222222,0.063492063,Carcar_call
4.853333333,0.045714286,Carcar_call
4.990476190,0.013424037,Motcin_call
