0.975238095,0.087074830,Galcri_song
1.136326531,0.282993197,Galcri_song
1.454149660,0.074013605,Galcri_song
1.602176871,0.082721088,Galcri_song
1.732789116,0.282993197,Galcri_song
2.054965986,0.126258503,Galcri_song
2.194285714,0.256870748,Galcri_song
2.551292517,0.296054422,Galcri_song
2.908299320,0.304761905,Galcri_song
3.308843537,0.065306122,Galcri_song
3.461224490,0.047891156,Galcri_song
4.175238095,0.195918367,Galcri_song
4.458231293,0.239455782,Galcri_song
4.780408163,0.078367347,Galcri_song
4.932789116,0.069659864,Galcri_song
