0.008163265,0.134693878,Phycol_song
0.187755102,0.102040816,Poepal_song
0.355102041,0.130612245,Phycol_song
0.608163265,0.106122449,Poepal_song
0.734693878,0.244897959,Phycol_song
0.971428571,0.351020408,Poepal_song
1.685714286,0.081632653,Unknown
1.836734694,0.085714286,Unknown
1.853061224,0.138775510,Poepal_song
1.983673469,0.093877551,Unknown
2.110204082,0.081632653,Unknown
2.142857143,0.077551020,Poepal_song
2.244897959,0.085714286,Unknown
2.391836735,0.085714286,Unknown
2.391836735,0.191836735,Poepal_song
2.526530612,0.106122449,Unknown
2.669387755,0.097959184,Unknown
2.67755102,0.118367347,Poepal_song
2.734693878,1.677551020,Regign_song
2.812244898,0.044897959,Unknown
2.926530612,0.089795918,Poepal_song
2.942857143,0.065306122,Unknown
3.408163265,0.873469388,Fricoe_song
4.518367347,0.187755102,Unknown
