Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.0	1.118181734	1497.2	4900.0	NOCA
2	Spectrogram 1	1	1.240908997	1.731818051	2819.4	4044.4	EATO
3	Spectrogram 1	1	3.92727243	5.577272306	1711.1	4686.1	EATO
4	Spectrogram 1	1	6.218181348	7.977272124	1497.2	5658.3	NOCA
5	Spectrogram 1	1	7.527272158	9.99545379	2080.6	6766.7	COYE
6	Spectrogram 1	1	11.045453710999999	12.8727263	1652.8	4705.6	EATO
7	Spectrogram 1	1	12.354544521	14.072726209	1516.7	6494.4	NOCA
8	Spectrogram 1	1	12.805637955999998	13.164604105999999	3282.7	4273.7	EATO
9	Spectrogram 1	1	14.362202050999999	14.667323279000001	5543.5	8702.3	BGGN
10	Spectrogram 1	1	16.020178299	16.524723715	2683.3	4452.8	EATO
11	Spectrogram 1	1	18.67155841	19.557008248	3065.9	3964.0	BCCH
12	Spectrogram 1	1	18.883814446	19.374723499999998	2625.0	4316.7	EATO
13	Spectrogram 1	1	19.633814389	21.215632450999998	1711.1	4686.1	EATO
14	Spectrogram 1	1	20.915632474000002	23.151995941	1497.2	5852.8	NOCA
15	Spectrogram 1	1	22.89012912	23.207215886	3065.9	4087.9	EATO
16	Spectrogram 1	1	23.397450468000002	24.161086774	2838.9	4413.9	EATO
17	Spectrogram 1	1	25.490684241999997	26.663411426	2275.0	4550.0	EATO
18	Spectrogram 1	1	26.677047789	28.804320355	1711.1	4744.4	EATO
19	Spectrogram 1	1	29.377047585	31.695229228000002	1536.1	6825.0	NOCA
20	Spectrogram 1	1	30.51648432	30.830949705	2388.8	4593.8	EATO
21	Spectrogram 1	1	32.037880946	33.609586354	2022.2	6805.6	COYE
22	Spectrogram 1	1	33.522805074000004	34.708815904	2294.4	5619.4	EATO
23	Spectrogram 1	1	36.068389294	36.618004069	2236.1	4472.2	EATO
24	Spectrogram 1	1	37.65159313	40.100753705	1536.1	6377.8	NOCA
25	Spectrogram 1	1	39.665902745	40.222300278	5419.6	9848.2	BGGN
26	Spectrogram 1	1	40.671007966	41.562440573	3561.4	4335.7	BCCH
27	Spectrogram 1	1	41.813716878	42.053027645	5605.4	9693.3	BGGN
28	Spectrogram 1	1	42.385994085	44.073407867	2236.1	5638.9	EATO
29	Spectrogram 1	1	44.618409663	45.599583806999995	3499.5	4026.0	BCCH
30	Spectrogram 1	1	45.087901855	47.421354056000006	1477.8	6280.6	NOCA
