Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.4844898520000001	4.160090749	1096.8	3006.8	NOCA
2	Spectrogram 1	1	0.922394142	1.080785055	6997.0	7810.2	BCCH
3	Spectrogram 1	1	1.462786669	2.967500344	3403.9	7205.0	COYE
4	Spectrogram 1	1	1.742300045	2.07305754	6656.6	7564.3	BCCH
5	Spectrogram 1	1	4.769698215	6.982512442999999	964.5	1815.4	AMCR
6	Spectrogram 1	1	5.533701442999999	7.066366456	5692.2	7942.5	BCCH
7	Spectrogram 1	1	6.022849851	7.085000681	2099.1	4897.9	EATO
8	Spectrogram 1	1	8.116960001	8.825060554	6089.3	7829.1	BCCH
9	Spectrogram 1	1	9.3421603	9.561112445	6391.9	7621.1	BCCH
10	Spectrogram 1	1	9.54247822	12.151269731	1021.2	2969.0	NOCA
11	Spectrogram 1	1	11.373290834	12.309660644000001	2023.5	4973.5	EATO
12	Spectrogram 1	1	11.722682554	12.393514657	6164.9	7658.9	BCCH
13	Spectrogram 1	1	13.910805876	15.452788000999998	3403.9	7205.0	COYE
14	Spectrogram 1	1	13.957391439	14.278831820999999	5276.1	7564.3	BCCH
15	Spectrogram 1	1	15.839448172	15.983863415999998	6675.5	7545.4	BCCH
16	Spectrogram 1	1	16.514938831	17.525845542	2042.4	4897.9	EATO
17	Spectrogram 1	1	17.468023363	17.671085283	1014.3	1896.3	AMCR
18	Spectrogram 1	1	17.819334587	18.028969619	6146.0	7148.3	BCCH
19	Spectrogram 1	1	18.52134273	21.819600569000002	1134.6	2836.6	NOCA
20	Spectrogram 1	1	19.998105068	20.184447318	6259.5	7545.4	BCCH
21	Spectrogram 1	1	21.572697086999998	21.745063669	6505.3	7753.4	BCCH
22	Spectrogram 1	1	22.581363768000003	23.517733579	1739.8	4860.1	EATO
23	Spectrogram 1	1	23.899735193	24.076760331	6448.6	7394.1	BCCH
24	Spectrogram 1	1	24.282614296	26.751649119	1267.0	3725.4	RBWO
25	Spectrogram 1	1	25.633595615	27.217504746	3233.7	7318.5	COYE
26	Spectrogram 1	1	28.46298735	28.672622381999997	6127.1	7375.2	BCCH
27	Spectrogram 1	1	28.868281745999997	29.921115463000003	1891.1	4879.0	EATO
28	Spectrogram 1	1	29.571723742	29.972359582	6221.7	8320.8	BCCH
29	Spectrogram 1	1	30.499618344	33.122385524	1172.5	2931.2	NOCA
30	Spectrogram 1	1	33.415874569	34.398829942	1834.3	4973.5	EATO
31	Spectrogram 1	1	34.933864779000004	35.152816924	6278.4	7450.9	BCCH
32	Spectrogram 1	1	35.828307583000004	36.01930839	6278.4	7205.0	BCCH
33	Spectrogram 1	1	36.913822365	37.24457986	6070.4	7375.2	BCCH
34	Spectrogram 1	1	37.230604191	38.684073747	3479.6	7072.6	COYE
35	Spectrogram 1	1	38.670098079	38.823830436	6713.3	7677.8	BCCH
36	Spectrogram 1	1	39.440407943000004	43.320985316000005	1059.0	3120.3	NOCA
37	Spectrogram 1	1	40.111240046	40.637656904	5786.7	7696.7	BCCH
38	Spectrogram 1	1	40.465290322	41.588002383	2136.9	5030.3	EATO
39	Spectrogram 1	1	42.077150792	42.505737969	3025.7	4727.7	EATO
40	Spectrogram 1	1	45.000519828	45.321960211000004	3025.7	4822.3	EATO
41	Spectrogram 1	1	45.401155668	45.941548195	6127.1	7772.3	BCCH
42	Spectrogram 1	1	46.062670658	47.129480044	2061.3	4841.2	EATO
43	Spectrogram 1	1	48.340704673999994	48.550339706	6902.4	7526.5	BCCH
