Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.0	0.592263931	3830.0	7167.6	EATO
2	Spectrogram 1	1	0.415909059	15.934089705	989.7	3265.9	BLJA
3	Spectrogram 1	1	2.420454363	3.620454272	1761.6	4869.2	EATO
4	Spectrogram 1	1	3.3510217589999995	4.972483901	2609.0	5807.1	COYE
5	Spectrogram 1	1	5.474026952999999	6.763635852	1781.4	7343.4	EATO
6	Spectrogram 1	1	6.585390506	7.71039042	2711.7	4908.8	EATO
7	Spectrogram 1	1	7.430844987	8.521753996000001	1860.6	4809.8	EATO
8	Spectrogram 1	1	8.705844891	9.0672085	2949.2	4611.9	EATO
9	Spectrogram 1	1	11.146753797	12.612662777	1781.4	7383.0	EATO
10	Spectrogram 1	1	13.933231945	15.480959101	2434.6	5067.1	EATO
11	Spectrogram 1	1	15.617322727000001	16.790049911	1860.6	4889.0	EATO
12	Spectrogram 1	1	18.099140720999998	19.408231531	1840.8	7402.8	EATO
13	Spectrogram 1	1	18.905201252999998	20.174338249	2243.3	6401.6	COYE
14	Spectrogram 1	1	20.715164337	23.476527764	376.1	2949.2	BLJA
15	Spectrogram 1	1	21.540164274000002	22.624255101	1939.8	4809.8	EATO
16	Spectrogram 1	1	25.12652764	26.394709361999997	1623.1	7442.4	EATO
17	Spectrogram 1	1	27.066619328	28.102982886	1920.0	4453.5	BLJA
18	Spectrogram 1	1	28.607528303000002	30.305255446999997	1444.9	4928.6	BLJA
19	Spectrogram 1	1	30.032528195	30.325709991	870.9	2988.8	BLJA
20	Spectrogram 1	1	30.397706146999997	31.901915004	1247.0	5502.6	BLJA
21	Spectrogram 1	1	32.295875989	34.769142475	1880.4	2612.7	BLJA
22	Spectrogram 1	1	32.49354446	33.804906028000005	1741.8	7363.2	EATO
23	Spectrogram 1	1	35.664496058000005	37.380836934	1385.5	5146.3	EATO
24	Spectrogram 1	1	35.987515268	38.229365007	1761.6	2751.3	BLJA
25	Spectrogram 1	1	39.850826384	41.152545587	1722.0	7383.0	EATO
26	Spectrogram 1	1	40.549897808000004	41.74072982	1959.6	4908.8	EATO
27	Spectrogram 1	1	43.530585996999996	44.87569584	2315.8	4928.6	EATO
28	Spectrogram 1	1	44.552676631000004	45.613336722	1524.1	4968.2	EATO
29	Spectrogram 1	1	45.415489662	47.724835953	910.5	2018.9	BLJA
30	Spectrogram 1	1	48.70284279	49.874390073	1880.4	4849.4	EATO
31	Spectrogram 1	1	49.681542783999994	50.563819133	1504.3	2553.4	BLJA
32	Spectrogram 1	1	50.347993695	51.304076898999995	2681.0	3830.0	BHVI
33	Spectrogram 1	1	51.277354103	52.395868381999996	2593.0	5344.3	EATO
34	Spectrogram 1	1	53.334097795	53.97049385	1642.9	4433.8	BLJA
35	Spectrogram 1	1	53.416057893	54.602068722	1801.2	4948.4	EATO
36	Spectrogram 1	1	54.587014548999996	56.228130777	2609.0	4208.0	BHVI
37	Spectrogram 1	1	57.129050971000005	58.242744067	1543.9	4928.6	EATO
38	Spectrogram 1	1	58.36327362300001	59.549284453	2494.0	5007.8	EATO
39	Spectrogram 1	1	58.991814673	60.074811576	2735.7	3775.3	BHVI
40	Spectrogram 1	1	60.309991511999996	61.00906293600001	1642.9	4552.5	BLJA
41	Spectrogram 1	1	61.091023033999996	62.24810677	1860.6	4948.4	EATO
42	Spectrogram 1	1	63.12280971	65.422513636	2771.1	4770.2	BHVI
43	Spectrogram 1	1	65.035779323	66.467670447	2434.6	5007.8	EATO
44	Spectrogram 1	1	66.66533891899999	67.889919206	1741.8	4968.2	EATO
45	Spectrogram 1	1	68.494972377	71.532317185	2513.8	7284.0	BHVI
46	Spectrogram 1	1	72.360005985	73.473699081	1662.7	4988.0	EATO
47	Spectrogram 1	1	76.422148156	77.742050631	2243.3	5143.2	BHVI
48	Spectrogram 1	1	77.782281454	78.89597455	1939.8	4968.2	EATO
49	Spectrogram 1	1	79.91891603100001	82.001666757	2672.1	7402.8	BHVI
50	Spectrogram 1	1	80.945827847	82.006487939	2751.3	5067.1	EATO
51	Spectrogram 1	1	83.11053867	84.257980042	1623.1	5047.4	EATO
52	Spectrogram 1	1	84.195126185	86.15851326200001	2632.5	7264.2	BHVI
53	Spectrogram 1	1	86.335400041	86.974157854	2861.4	4460.5	EATO
54	Spectrogram 1	1	87.923444198	89.05160084100002	1959.6	5067.1	EATO
55	Spectrogram 1	1	89.50961315299999	90.62812743200001	2216.9	4928.6	EATO
56	Spectrogram 1	1	91.17616203200001	92.98433799600001	2440.6	5638.7	COYE
57	Spectrogram 1	1	93.50068039899999	94.570982855	1741.8	5007.8	EATO
58	Spectrogram 1	1	94.570982855	94.985604528	2830.5	4196.2	EATO
59	Spectrogram 1	1	96.83882923	98.10680015700001	2236.7	5047.4	EATO
60	Spectrogram 1	1	97.55689791200001	98.665277555	2079.2	3611.2	BHVI
61	Spectrogram 1	1	99.610830526	100.77755662700001	1563.7	5027.6	EATO
62	Spectrogram 1	1	105.56928670200001	106.634767976	1781.4	5047.4	EATO
63	Spectrogram 1	1	111.76363422899999	112.83875786700001	1662.7	4988.0	EATO
64	Spectrogram 1	1	112.689301218	113.67764357600001	1761.6	5086.9	BLJA
65	Spectrogram 1	1	113.942808599	114.96007805	1821.0	5027.6	BLJA
66	Spectrogram 1	1	114.940793321	116.006274595	1900.2	4968.2	BLJA
67	Spectrogram 1	1	117.726565009	118.81133101100001	1702.2	5027.6	EATO
68	Spectrogram 1	1	119.042747759	119.818958098	1722.0	5146.3	BLJA
69	Spectrogram 1	1	120.49185439899999	121.81767951299999	1761.6	4928.6	BLJA
70	Spectrogram 1	1	122.47336029700001	123.292961277	1722.0	4968.2	BLJA
71	Spectrogram 1	1	123.41950958299999	124.49945440399999	1801.2	4928.6	EATO
72	Spectrogram 1	1	124.118581007	124.69230169299999	1642.9	4750.4	BLJA
73	Spectrogram 1	1	124.77908297299999	126.403821386	1623.1	4889.0	BLJA
74	Spectrogram 1	1	128.42423292200002	129.243833902	1642.9	4869.2	BLJA
75	Spectrogram 1	1	128.64118612299998	129.725952125	1880.4	4968.2	EATO
76	Spectrogram 1	1	130.31413635799998	130.709473301	1504.3	5443.2	BLJA
77	Spectrogram 1	1	132.772246142	133.418284561	1266.8	7402.8	BLJA
78	Spectrogram 1	1	134.300902248	134.913192391	1405.3	7066.3	BLJA
79	Spectrogram 1	1	134.67213328	135.756899282	1642.9	5067.1	EATO
80	Spectrogram 1	1	135.92564066100002	136.475255435	1761.6	2434.6	BLJA
81	Spectrogram 1	1	137.294677927	138.389086294	2513.8	5047.4	EATO
82	Spectrogram 1	1	138.972449345	139.835440965	1722.0	4651.5	BLJA
83	Spectrogram 1	1	139.979383133	141.08825504700002	1781.4	4948.4	EATO
84	Spectrogram 1	1	141.931615217	142.360700436	2810.7	4216.0	EATO
85	Spectrogram 1	1	144.685192887	145.842276624	2494.0	5007.8	EATO
86	Spectrogram 1	1	146.45938795	147.59718695700002	1623.1	4968.2	EATO
87	Spectrogram 1	1	147.58719787200002	150.195554241	1781.4	5344.3	BLJA
88	Spectrogram 1	1	149.851607726	151.777708209	1178.2	5302.1	COYE
89	Spectrogram 1	1	151.80417770100001	152.88894370399998	1603.3	4908.8	EATO
90	Spectrogram 1	1	156.10586982200002	156.52531267700002	2691.9	4295.2	EATO
91	Spectrogram 1	1	157.026715629	158.072912174	1722.0	4968.2	EATO
92	Spectrogram 1	1	161.393667	162.555571918	2137.7	5007.8	EATO
93	Spectrogram 1	1	162.526644825	163.587304916	1741.8	4928.6	EATO
94	Spectrogram 1	1	164.306512059	166.099991851	2315.8	6611.0	COYE
95	Spectrogram 1	1	167.917577553	169.021628285	1722.0	4908.8	EATO
96	Spectrogram 1	1	169.248906607	170.39634797899998	2454.4	4988.0	EATO
97	Spectrogram 1	1	173.60707685900002	174.720769955	1979.4	4928.6	EATO
98	Spectrogram 1	1	176.20654490099997	177.329880362	2454.4	5007.8	EATO
99	Spectrogram 1	1	177.50733099200005	179.099312004	2104.0	5554.6	COYE
100	Spectrogram 1	1	179.60220134	180.773748623	1860.6	4928.6	EATO
101	Spectrogram 1	1	183.682465657	184.873297669	2414.8	4968.2	EATO
102	Spectrogram 1	1	184.709377473	185.74111047099998	1801.2	4968.2	EATO
103	Spectrogram 1	1	187.931639441	188.92962416400002	1840.8	7699.7	EATO
104	Spectrogram 1	1	189.81190051299998	190.96898424900002	1781.4	4968.2	EATO
105	Spectrogram 1	1	191.897571298	193.82122300900002	811.5	2276.3	BLJA
106	Spectrogram 1	1	196.13211344599998	197.21205826599999	712.6	2276.3	BLJA
107	Spectrogram 1	1	196.69619176700002	197.766494223	1900.2	4968.2	EATO
108	Spectrogram 1	1	198.244412781	198.84386242099998	1683.2	2272.3	BLJA
109	Spectrogram 1	1	198.25825481099997	199.48765628099997	2440.6	5047.4	EATO
110	Spectrogram 1	1	199.374353299	200.531437035	1860.6	9303.0	EATO
111	Spectrogram 1	1	200.285556741	201.4908523	1623.1	2375.2	BLJA
112	Spectrogram 1	1	200.74079887099998	201.104399473	2693.1	4208.0	EATO
113	Spectrogram 1	1	202.14756241900002	203.22750724	1682.5	5007.8	EATO
114	Spectrogram 1	1	202.750210199	203.540884085	1702.2	2355.4	BLJA
115	Spectrogram 1	1	204.63855909	205.728146275	1801.2	8689.4	EATO
116	Spectrogram 1	1	205.56904726099998	206.673097993	2691.9	4968.2	EATO
117	Spectrogram 1	1	206.166873858	206.80326991299998	1642.9	2375.2	BLJA
118	Spectrogram 1	1	207.09780508900002	208.417707564	2462.2	6401.6	COYE
119	Spectrogram 1	1	208.01579204599997	209.115021596	1801.2	4968.2	EATO
120	Spectrogram 1	1	208.82575066099997	209.486252628	1642.9	2474.2	BLJA
121	Spectrogram 1	1	209.871947206	211.072421583	1642.9	8728.9	EATO
122	Spectrogram 1	1	210.90746165299998	211.727062633	1583.5	2395.0	BLJA
123	Spectrogram 1	1	212.95164292	214.084620745	1821.0	5146.3	EATO
124	Spectrogram 1	1	213.73749562400002	214.88011581400002	2593.0	4948.4	EATO
125	Spectrogram 1	1	214.844466416	215.813524045	1662.7	2474.2	BLJA
126	Spectrogram 1	1	215.360332915	215.702636853	2790.9	4453.5	EATO
127	Spectrogram 1	1	216.498131922	217.68896393400001	1722.0	9342.5	EATO
128	Spectrogram 1	1	219.729006777	220.760739775	1662.7	4988.0	EATO
129	Spectrogram 1	1	220.413614654	221.093401349	1603.3	2315.8	BLJA
130	Spectrogram 1	1	221.50802302099999	222.15888262299998	1741.8	2414.8	BLJA
131	Spectrogram 1	1	222.27871902299998	223.498478128	1722.0	8491.4	EATO
132	Spectrogram 1	1	224.719266569	225.57743700700001	1781.4	5265.1	BLJA
133	Spectrogram 1	1	225.804032572	226.85987148099997	1860.6	4948.4	EATO
134	Spectrogram 1	1	226.253085277	230.8332084	771.9	13459.6	BLJA
135	Spectrogram 1	1	231.15381181900003	232.281968462	1880.4	8550.8	EATO
136	Spectrogram 1	1	231.628838429	232.18897989599998	1767.4	2272.3	BLJA
137	Spectrogram 1	1	231.63110886	232.97621870400002	1702.2	4988.0	EATO
138	Spectrogram 1	1	233.95474020900002	235.415558426	1187.6	12430.3	BLJA
139	Spectrogram 1	1	236.15802049	237.25725004	1781.4	8748.7	EATO
140	Spectrogram 1	1	236.77031063400003	237.37777959599998	732.4	2434.6	BLJA
141	Spectrogram 1	1	238.062208985	239.228935085	1880.4	4908.8	EATO
142	Spectrogram 1	1	240.135317345	240.67528975599998	1425.1	11935.5	BLJA
143	Spectrogram 1	1	241.64365422900002	242.762168507	1781.4	8748.7	EATO
144	Spectrogram 1	1	243.520638264	244.45594761799998	851.1	6531.9	BLJA
145	Spectrogram 1	1	243.699022007	244.783788009	1900.2	5047.4	EATO
146	Spectrogram 1	1	244.74039736900002	245.188767317	2216.9	4849.4	EATO
147	Spectrogram 1	1	244.923602294	245.463574705	1722.0	2474.2	BLJA
148	Spectrogram 1	1	245.608210172	246.485665338	831.3	6710.0	BLJA
149	Spectrogram 1	1	246.326566325	246.876181099	2810.7	4334.8	EATO
150	Spectrogram 1	1	247.129287967	248.286371704	1840.8	8966.5	EATO
151	Spectrogram 1	1	247.53908845700002	248.296014068	791.7	2494.0	BLJA
152	Spectrogram 1	1	249.318104702	250.39322834	1939.8	4988.0	EATO
153	Spectrogram 1	1	251.068530032	252.115886476	1939.8	4965.5	EATO
154	Spectrogram 1	1	252.278646773	253.421266963	1761.6	9184.2	EATO
155	Spectrogram 1	1	253.52251179	253.864815728	2395.0	4770.2	EATO
156	Spectrogram 1	1	253.845530999	254.530138877	851.1	5106.7	BLJA
157	Spectrogram 1	1	255.115907319	256.191030957	1900.2	4928.6	EATO
158	Spectrogram 1	1	256.10907085900004	256.38869942900004	1306.4	4889.0	BLJA
159	Spectrogram 1	1	257.227585138	258.37502651	1840.8	9124.8	EATO
160	Spectrogram 1	1	258.380015781	258.842849276	2038.7	4691.1	EATO
161	Spectrogram 1	1	260.050550226	261.024429038	1860.6	4948.4	EATO
162	Spectrogram 1	1	260.807475837	265.722671125	1464.7	6235.0	BLJA
163	Spectrogram 1	1	263.49374066400003	264.559221938	1920.0	9184.2	EATO
164	Spectrogram 1	1	265.93808005700004	266.95534950900003	1920.0	4948.4	EATO
165	Spectrogram 1	1	266.106821435	266.449125374	1979.4	4433.8	EATO
166	Spectrogram 1	1	267.393552026	272.315979087	1068.9	10550.0	BLJA
167	Spectrogram 1	1	268.47831802900004	269.601653489	1920.0	8966.5	EATO
168	Spectrogram 1	1	271.722973672	272.71613721299997	1900.2	5027.6	EATO
169	Spectrogram 1	1	273.924867506	274.628760113	1623.1	6868.4	BLJA
170	Spectrogram 1	1	274.94695814	276.070293601	1801.2	9164.4	EATO
171	Spectrogram 1	1	278.52151299	280.025721847	2414.8	5423.4	EATO
172	Spectrogram 1	1	280.276423323	281.438328242	1860.6	9164.4	EATO
