Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.071079554	0.464512023	1482.0	2783.4	RBGR
2	Spectrogram 1	1	0.163636351	15.715907903	934.9	1918.1	AMCR
3	Spectrogram 1	1	3.886363343	7.824263446000002	1869.0	3506.3	RBGR
4	Spectrogram 1	1	5.355259744	6.75069989	2385.7	3580.8	SCTA
5	Spectrogram 1	1	8.488595067	8.904504126	2397.6	5380.4	REVI
6	Spectrogram 1	1	8.836322313	9.26642297	2718.5	4051.9	WOTH
7	Spectrogram 1	1	9.276250013	9.600542442	2544.2	4334.6	EATO
8	Spectrogram 1	1	10.370413106	15.634049072	1736.8	3473.6	RBGR
9	Spectrogram 1	1	14.549958245	15.040867299	1661.3	5210.4	WOTH
10	Spectrogram 1	1	15.598053358	16.879871443	1623.5	9458.1	WOTH
11	Spectrogram 1	1	16.396978914	22.736833551999997	887.3	2095.5	AMCR
12	Spectrogram 1	1	16.946593579	17.843333474	2850.6	4511.9	REVI
13	Spectrogram 1	1	18.711146277	19.183622136	2265.4	5248.2	REVI
14	Spectrogram 1	1	20.272516165	22.39865753	1982.2	3586.9	SCTA
15	Spectrogram 1	1	20.556965916	20.879985125999998	2756.2	4719.6	EATO
16	Spectrogram 1	1	21.145150149000003	22.413121077	2246.5	4927.3	KEWA
17	Spectrogram 1	1	21.935824035	23.150761959	4814.0	6664.1	BTNW
18	Spectrogram 1	1	23.607219583000003	23.862742242	2397.6	5116.1	REVI
19	Spectrogram 1	1	24.002556527	27.76307867	1661.3	3624.7	RBGR
20	Spectrogram 1	1	24.045947166999998	24.340039283000003	1378.1	2378.7	WOTH
21	Spectrogram 1	1	25.039110707	48.523089372	962.8	1982.2	AMCR
22	Spectrogram 1	1	26.008168336	26.321545180999998	1982.2	4851.8	REVI
23	Spectrogram 1	1	26.897345246	27.311966918000003	3171.6	3945.6	BLJA
24	Spectrogram 1	1	27.625343764	28.030323070999998	3058.3	3832.3	BLJA
