Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species
1	Spectrogram 1	1	0.031567265	1.099593051	1842.8	8864.5	WOTH
2	Spectrogram 1	1	0.841793723	3.167248885	2160.5	6354.5	LOWA
3	Spectrogram 1	1	1.620452918	2.567470857	1811.0	6036.7	WOTH
4	Spectrogram 1	1	3.664640414	4.553852435	3687.9	4774.9	BCCH
5	Spectrogram 1	1	3.954632098	5.106837257	1461.5	9849.4	WOTH
6	Spectrogram 1	1	6.286273092	7.096499551	1429.8	3431.4	WOTH
7	Spectrogram 1	1	6.865006277000001	8.764303366	2033.4	6735.7	LOWA
8	Spectrogram 1	1	8.707354527	10.580345561	3495.0	5877.9	BTNW
9	Spectrogram 1	1	9.133512599	10.874973365	1143.8	10040.1	WOTH
10	Spectrogram 1	1	10.336717016	12.825269710999999	2859.5	4797.6	OVEN
11	Spectrogram 1	1	13.562763412999999	14.336161396	1525.1	3939.8	WOTH
12	Spectrogram 1	1	14.015227539000001	15.625158035999998	1398.0	7117.0	WOTH
13	Spectrogram 1	1	16.065485748	17.333437544000002	1270.9	3113.7	WOTH
14	Spectrogram 1	1	16.538994717999998	18.406724542	2764.2	5846.1	BTNW
15	Spectrogram 1	1	17.343959966	18.822360192999998	1302.7	8832.7	WOTH
16	Spectrogram 1	1	18.752536442	19.5627629	1270.9	3431.4	WOTH
17	Spectrogram 1	1	19.383881734000003	20.862281961	2382.9	5020.0	KEWA
18	Spectrogram 1	1	20.751796535	22.235457973000003	1112.0	5210.7	WOTH
19	Spectrogram 1	1	21.867913716	23.819822912	2573.6	6640.4	LOWA
20	Spectrogram 1	1	22.09940699	24.135495559000002	2923.1	5083.6	OVEN
21	Spectrogram 1	1	23.983659800999998	24.962245005	1747.5	4670.5	WOTH
22	Spectrogram 1	1	24.988551059000002	26.619526398	1429.8	9563.5	WOTH
23	Spectrogram 1	1	24.994416541	26.871381808000002	3565.5	6192.8	BTNW
24	Spectrogram 1	1	25.451537607	26.314376173000003	3908.0	8546.8	AMRE
25	Spectrogram 1	1	26.662725116999997	28.572544627	1652.2	5337.8	WOTH
26	Spectrogram 1	1	29.245979606	30.692812568	1398.0	8832.7	WOTH
27	Spectrogram 1	1	31.993997462	33.051500827	1747.5	4257.5	WOTH
28	Spectrogram 1	1	32.230751946999995	33.172508675	3717.4	8546.8	AMRE
29	Spectrogram 1	1	33.288994667	35.088328751	2764.2	6354.5	LOWA
30	Spectrogram 1	1	34.267579871	35.340866868	1556.8	9309.3	WOTH
31	Spectrogram 1	1	35.472949369	37.330156771999995	2859.5	4702.3	OVEN
32	Spectrogram 1	1	35.578173585	36.204257667	6227.4	8038.4	BHCO
33	Spectrogram 1	1	36.844328834	38.980380408	1366.2	5846.1	WOTH
34	Spectrogram 1	1	38.049146101	39.096127045	3431.4	8800.9	AMRE
35	Spectrogram 1	1	39.683766374	40.599217049	1143.8	3113.7	WOTH
36	Spectrogram 1	1	41.183211444	42.230192388	3463.2	4479.9	BCCH
37	Spectrogram 1	1	42.167057835	43.40344236600001	1715.7	3971.5	WOTH
38	Spectrogram 1	1	42.866798868000004	44.918671069	3431.4	6608.6	BTNW
39	Spectrogram 1	1	44.487251785	45.770987213999994	1525.1	6926.4	WOTH
40	Spectrogram 1	1	45.087029813	46.276063448	3304.3	9881.2	AMRE
41	Spectrogram 1	1	46.462423914	47.909256876	2764.2	5051.8	OVEN
42	Spectrogram 1	1	47.68828602399999	49.061462035	1398.0	8737.4	WOTH
43	Spectrogram 1	1	48.931045368	50.083250527	3081.9	6831.1	OVEN
44	Spectrogram 1	1	50.246348061000006	52.214040888999996	3495.0	6005.0	BTNW
45	Spectrogram 1	1	50.357757681	51.531007683	1652.2	4162.2	WOTH
46	Spectrogram 1	1	53.26375403300001	54.539795603	1461.5	5623.7	WOTH
47	Spectrogram 1	1	53.858992083000004	54.606759884	3812.7	8642.1	AMRE
48	Spectrogram 1	1	55.451784784	56.885514278	1087.0	5706.6	WOTH
49	Spectrogram 1	1	58.211890803	59.156831208	1779.3	3844.5	WOTH
50	Spectrogram 1	1	60.585696498000004	61.608761897	1429.8	9404.6	WOTH
51	Spectrogram 1	1	60.920517902	61.634803561999995	4321.0	8546.8	AMRE
52	Spectrogram 1	1	61.575279757	63.253107011000004	3622.0	6036.7	BTNW
53	Spectrogram 1	1	63.736889452	64.58138343600001	1334.4	3209.0	WOTH
54	Spectrogram 1	1	65.722805236	66.868638482	1556.8	8673.8	WOTH
55	Spectrogram 1	1	66.83620924	68.084243736	2345.7	4597.7	KEWA
56	Spectrogram 1	1	67.705838975	68.687981758	3590.3	8896.3	AMRE
57	Spectrogram 1	1	68.025779427	70.01238642	2827.7	4543.4	OVEN
58	Spectrogram 1	1	69.131748729	70.050647469	1556.8	4257.5	WOTH
59	Spectrogram 1	1	69.45912965699999	71.535022357	3653.8	6163.8	BTNW
60	Spectrogram 1	1	71.79938426	72.73316395100001	1366.2	3558.5	WOTH
61	Spectrogram 1	1	74.45486935699999	75.157994304	1302.7	3558.5	WOTH
62	Spectrogram 1	1	76.081671953	77.275868292	2128.7	4352.8	SCTA
63	Spectrogram 1	1	77.119618304	77.96039204899999	1429.8	3240.8	WOTH
64	Spectrogram 1	1	77.458159945	78.391939636	4575.2	8483.2	AMRE
65	Spectrogram 1	1	78.17813620000001	79.85596345399999	3717.4	5941.4	BTNW
66	Spectrogram 1	1	78.433989875	80.941430162	2764.2	4289.3	OVEN
67	Spectrogram 1	1	79.780715964	80.751698034	1779.3	4035.1	WOTH
68	Spectrogram 1	1	82.328392198	83.76440399399999	1398.0	5306.0	WOTH
69	Spectrogram 1	1	84.574655676	85.37078656899999	4416.4	8324.4	AMRE
70	Spectrogram 1	1	84.820191372	86.66170909	3876.2	6005.0	BTNW
71	Spectrogram 1	1	84.93319040600001	87.34286380200001	1782.8	3753.2	SCTA
72	Spectrogram 1	1	85.29455844	86.046046478	1429.8	3876.2	WOTH
73	Spectrogram 1	1	87.64665051600002	89.123195243	3097.7	4863.0	KEWA
74	Spectrogram 1	1	88.136133461	89.12943695700001	1588.6	4797.6	WOTH
75	Spectrogram 1	1	88.950865542	90.360835673	2796.0	5147.1	OVEN
76	Spectrogram 1	1	91.025989001	92.00069130799999	1620.4	3685.6	WOTH
77	Spectrogram 1	1	91.405453258	93.20976859700001	3590.3	5877.9	BTNW
78	Spectrogram 1	1	91.52078063	92.290869857	3367.9	8324.4	AMRE
79	Spectrogram 1	1	94.01356044299999	94.92129846899999	1302.7	3081.9	WOTH
80	Spectrogram 1	1	96.25526094899999	97.482939428	1429.8	4066.9	WOTH
81	Spectrogram 1	1	97.83264178200001	99.52534998799999	1779.3	4352.8	SCTA
82	Spectrogram 1	1	99.12744060700001	100.388601226	2827.7	5051.8	OVEN
83	Spectrogram 1	1	99.281821254	100.44751445899999	1465.6	4163.5	WOTH
84	Spectrogram 1	1	99.7859227	101.567916613	3590.3	6005.0	BTNW
85	Spectrogram 1	1	102.433202621	103.266535891	1715.7	4638.8	WOTH
86	Spectrogram 1	1	102.551187019	103.391960765	3399.6	8642.1	AMRE
87	Spectrogram 1	1	103.600504662	105.447988799	2721.1	7337.1	OVEN
88	Spectrogram 1	1	104.520256034	105.52100000600001	1811.0	4066.9	WOTH
89	Spectrogram 1	1	106.747982736	108.708548064	1874.6	4479.9	SCTA
90	Spectrogram 1	1	107.38770918899999	107.82572724100001	2098.4	3930.4	WOTH
91	Spectrogram 1	1	108.850064086	110.297236595	2796.0	4797.6	OVEN
92	Spectrogram 1	1	110.86005571700001	111.697109225	1429.8	3177.2	WOTH
93	Spectrogram 1	1	111.27587961799999	112.723052127	2287.6	6354.5	OVEN
94	Spectrogram 1	1	112.830939024	113.508022306	2414.7	8769.2	AMRE
95	Spectrogram 1	1	113.62441289	114.476347349	1652.2	4066.9	WOTH
96	Spectrogram 1	1	114.01503786	115.477091321	3050.1	6132.1	BTNW
97	Spectrogram 1	1	115.144240276	116.096621156	2160.5	3812.7	SCTA
98	Spectrogram 1	1	115.72284749399999	117.315109279	2414.7	5020.0	KEWA
99	Spectrogram 1	1	116.587405514	117.322145474	1332.3	2764.6	WOTH
100	Spectrogram 1	1	119.192883251	120.160761851	1465.6	3264.2	WOTH
101	Spectrogram 1	1	119.61535295200001	121.304340919	2700.6	5115.3	OVEN
102	Spectrogram 1	1	122.21229942299999	123.77798638799999	1302.7	5296.0	WOTH
103	Spectrogram 1	1	123.220483871	124.779263515	3558.5	5973.2	BTNW
104	Spectrogram 1	1	124.702201732	125.435088582	4003.3	8928.0	AMRE
105	Spectrogram 1	1	124.752535181	126.181106502	2764.2	6513.3	OVEN
106	Spectrogram 1	1	125.40165236799999	126.094003483	1765.3	3730.5	WOTH
107	Spectrogram 1	1	126.57362833799999	137.68398309399998	1175.6	9976.5	WOTH
108	Spectrogram 1	1	134.822893275	135.609056737	3659.4	8538.5	AMRE
109	Spectrogram 1	1	138.445871685	139.963728713	1556.8	3812.7	WOTH
110	Spectrogram 1	1	140.069034354	141.847458396	4076.1	6366.5	BTNW
111	Spectrogram 1	1	140.478175662	141.352431548	1334.4	9309.3	WOTH
112	Spectrogram 1	1	141.34871131100002	141.91790769600001	3749.1	8705.6	AMRE
113	Spectrogram 1	1	141.54975113700002	145.143500866	1366.2	9913.0	WOTH
114	Spectrogram 1	1	146.027397143	152.14649259799998	984.9	9754.1	WOTH
115	Spectrogram 1	1	148.22384969799998	148.874891315	3812.7	8705.6	AMRE
116	Spectrogram 1	1	152.561409353	152.896230756	1112.0	6005.0	WOTH
117	Spectrogram 1	1	153.219891446	153.785367594	1366.2	2986.6	WOTH
118	Spectrogram 1	1	154.25615232799998	155.37594391	1493.3	7911.3	WOTH
119	Spectrogram 1	1	155.716234726	156.805269673	1242.3	2911.5	WOTH
120	Spectrogram 1	1	156.218697094	157.078072029	3240.8	8896.3	AMRE
121	Spectrogram 1	1	158.369933212	159.34906555	1514.0	3105.6	WOTH
122	Spectrogram 1	1	158.585895967	160.068244094	2287.6	4971.2	KEWA
123	Spectrogram 1	1	161.12748959200002	162.216524539	1242.3	3222.1	WOTH
124	Spectrogram 1	1	162.884045251	163.743420186	3145.5	9023.3	AMRE
125	Spectrogram 1	1	163.839803291	164.988785116	1397.5	5861.9	WOTH
126	Spectrogram 1	1	165.05029595	167.129908888	3749.1	6290.9	BTNW
127	Spectrogram 1	1	166.510608611	167.70480495	1588.6	5655.5	WOTH
128	Spectrogram 1	1	168.834997084	169.965949379	3431.4	4543.4	BCCH
129	Spectrogram 1	1	169.311187524	171.026217156	1842.8	4162.2	WOTH
130	Spectrogram 1	1	170.31206032	171.171435255	3050.1	8800.9	AMRE
131	Spectrogram 1	1	171.554711403	172.54057442400003	3495.0	4575.2	BCCH
132	Spectrogram 1	1	172.25783635	173.053967242	1302.7	3304.3	WOTH
133	Spectrogram 1	1	173.197297557	174.000868924	1779.3	4130.4	SCTA
134	Spectrogram 1	1	173.493389178	175.53741418	3284.0	6474.3	BTNW
135	Spectrogram 1	1	173.66044891299995	175.095197233	2158.1	4879.1	KEWA
136	Spectrogram 1	1	175.153290832	175.971743151	1556.8	3971.5	WOTH
137	Spectrogram 1	1	176.148016122	177.68665265299995	5551.3	7880.5	BAWW
138	Spectrogram 1	1	176.89178767599998	177.53166858	3463.2	8737.4	AMRE
139	Spectrogram 1	1	177.658156665	178.78910896099998	3431.4	4543.4	BCCH
140	Spectrogram 1	1	178.04674603400002	178.882044713	1313.6	3284.0	WOTH
141	Spectrogram 1	1	180.88852420400002	182.008315786	3463.2	4638.8	BCCH
142	Spectrogram 1	1	180.97408967400003	181.92647055400002	1588.6	3558.5	WOTH
143	Spectrogram 1	1	181.282869412	182.64819669	2033.4	4321.0	SCTA
144	Spectrogram 1	1	181.334952742	183.09090499	3653.8	6100.3	BTNW
145	Spectrogram 1	1	182.412464854	184.600525895	5279.6	8540.5	BAWW
146	Spectrogram 1	1	183.853718887	184.96234975599998	3780.9	8642.1	AMRE
147	Spectrogram 1	1	183.95423880099997	184.951262535	1525.1	3272.6	WOTH
148	Spectrogram 1	1	184.21093521	185.23772084700002	3463.2	4607.0	BCCH
149	Spectrogram 1	1	187.234783723	188.443861013	3399.6	4638.8	BCCH
150	Spectrogram 1	1	187.312908717	188.216926506	1270.9	3272.6	WOTH
